ALS|GLON(deg)|GLAT(deg)
12171|  100.82|   -1.62
12172|  101.08|   -1.25
12173|  102.17|    0.28
18818|  101.76|   -0.32
12182|  105.61|    5.17
18819|  101.63|   -0.54
12181|  103.83|    2.61
12176|  102.34|    0.48
12175|  100.70|   -1.88
12174|  100.25|   -2.53
12179|  101.47|   -0.80
12180|  100.82|   -1.73
12178|   99.85|   -3.13
12183|  102.45|    0.60
12187|  107.42|    7.67
17409|  105.10|    4.39
18821|  101.68|   -0.53
18820|  101.40|   -0.95
15279|  102.66|    0.84
15280|  102.75|    0.97
18374|  101.34|   -1.06
12185|   98.61|   -4.99
18822|  101.35|   -1.06
12184|   95.07|   -9.99
18823|  101.42|   -0.99
18825|  102.12|    0.02
18824|  101.55|   -0.81
12186|   99.74|   -3.41
12189|  102.67|    0.81
12190|  104.02|    2.74
12188|  100.64|   -2.13
20026|  106.38|    6.11
15281|  102.69|    0.80
18826|  101.72|   -0.60
18827|  101.10|   -1.51
12191|  102.68|    0.77
12192|  102.69|    0.79
12202|  109.66|   10.69
18828|  101.10|   -1.52
12193|  102.70|    0.79
15282|  102.72|    0.80
18829|  101.17|   -1.45
12195|  101.72|   -0.65
12194|  100.59|   -2.30
12198|  102.71|    0.77
15283|  102.71|    0.76
15284|  102.62|    0.62
12196|  100.01|   -3.16
12199|  102.72|    0.76
12197|  100.70|   -2.17
18830|  101.56|   -0.93
15285|  102.74|    0.77
18831|  102.13|   -0.13
15286|  102.69|    0.67
18375|  101.84|   -0.57
12200|  100.04|   -3.18
12201|  101.85|   -0.57
12203|  102.98|    1.07
18832|  101.87|   -0.57
12204|  102.76|    0.71
12206|  105.88|    5.20
18833|  101.25|   -1.51
17626|  101.69|   -0.89
12205|  103.02|    1.04
12207|  103.74|    2.09
15287|  102.84|    0.72
12208|  101.07|   -1.86
12209|  100.77|   -2.32
12210|  102.83|    0.68
18834|  101.94|   -0.64
12211|  102.82|    0.66
15288|  102.84|    0.67
18836|  101.81|   -0.83
18835|  101.40|   -1.43
12212|  101.01|   -2.02
18837|  101.91|   -0.71
12213|  101.01|   -2.03
12214|  101.24|   -1.69
12215|  103.47|    1.56
12216|  104.83|    3.55
18838|  101.52|   -1.29
12221|  101.18|   -1.80
12218|  103.45|    1.49
12217|  100.86|   -2.31
16858|   22.58|  -55.29
18839|  102.04|   -0.65
12220|  100.91|   -2.32
12219|   98.59|   -5.71
12222|  101.72|   -1.15
20027|   70.00|  -38.27
12223|  101.07|   -2.11
12224|  101.08|   -2.10
12227|  104.89|    3.48
12226|  102.60|    0.10
12225|  101.62|   -1.34
18841|  101.41|   -1.67
12228|  100.77|   -2.64
12229|  102.62|    0.07
18843|  101.86|   -1.06
18842|  101.65|   -1.38
12230|  101.97|   -0.91
12232|  105.48|    4.24
12231|  102.71|    0.17
12233|  105.15|    3.75
12234|  102.74|    0.15
15084|  101.36|   -1.90
17627|  102.23|   -0.65
12236|  101.69|   -1.45
12235|  101.11|   -2.32
12237|  101.22|   -2.17
17267|   28.16|  -55.00
12238|  101.91|   -1.18
12239|  101.26|   -2.16
12243|  104.91|    3.24
20028|   95.53|  -10.53
12240|  102.14|   -0.88
12241|  101.24|   -2.22
12242|  101.58|   -1.73
12244|  101.07|   -2.49
12245|  101.26|   -2.21
12246|  101.51|   -1.85
18847|  101.65|   -1.64
12247|  100.43|   -3.47
18848|  101.79|   -1.44
12248|  101.28|   -2.20
12249|  101.28|   -2.22
18376|  102.14|   -0.94
18850|  102.06|   -1.07
18849|  101.52|   -1.87
18851|  102.30|   -0.71
12250|  101.07|   -2.54
12251|  101.40|   -2.08
18852|  102.12|   -1.01
18853|  102.15|   -0.99
12252|  102.23|   -0.89
12254|  103.80|    1.40
12253|  101.71|   -1.74
18854|  102.04|   -1.24
12256|  103.18|    0.45
12258|  105.49|    3.89
12255|  102.19|   -1.04
12257|  101.53|   -2.06
12259|  102.80|   -0.17
18377|  102.65|   -0.41
12260|  101.20|   -2.58
12261|  101.56|   -2.07
12262|  101.53|   -2.12
12263|  101.69|   -1.87
12265|  104.61|    2.49
12266|  104.19|    1.86
12264|  102.09|   -1.31
12267|   99.01|   -5.97
12268|  100.47|   -3.80
12269|  102.07|   -1.42
18856|  101.80|   -1.83
12274|  108.05|    7.52
12270|  101.77|   -1.89
12271|  101.72|   -1.97
18259|  100.42|   -3.94
18857|  101.77|   -1.92
18858|  101.87|   -1.78
18859|  101.91|   -1.71
12272|  101.72|   -2.00
12273|  101.80|   -1.92
12275|  101.77|   -1.97
18860|  101.82|   -1.92
18861|  102.82|   -0.43
12276|  102.58|   -0.79
12278|  103.49|    0.58
12277|  102.10|   -1.54
18863|  102.00|   -1.69
18864|  102.39|   -1.12
12279|  101.82|   -2.01
19569|  106.66|    5.29
12284|  106.67|    5.29
12281|  104.39|    1.84
18865|  102.31|   -1.32
12280|  102.79|   -0.58
18866|  102.87|   -0.48
18378|  102.75|   -0.66
12282|  103.22|    0.04
12283|  101.98|   -1.86
12286|  102.02|   -1.81
12288|  102.78|   -0.65
12285|  101.76|   -2.20
12287|  101.94|   -1.94
12290|  101.94|   -1.95
12291|  102.63|   -0.93
12294|  103.88|    0.97
12292|  102.81|   -0.67
12293|  102.81|   -0.67
12289|   97.09|   -9.28
12296|  103.27|    0.03
18868|  102.00|   -1.92
12298|  105.37|    3.20
12295|  100.62|   -4.03
12297|  103.11|   -0.24
18869|  102.89|   -0.59
12300|  106.75|    5.27
12302|  106.75|    5.26
18379|  102.81|   -0.72
18260|  101.66|   -2.49
18870|  102.30|   -1.51
12307|  107.81|    6.84
12301|  104.40|    1.67
18871|  102.31|   -1.53
12304|  104.36|    1.59
12305|  105.07|    2.66
12299|  101.95|   -2.10
12303|  102.11|   -1.87
18872|  103.03|   -0.47
18380|  102.95|   -0.61
12306|  101.97|   -2.12
18262|  102.84|   -0.82
12308|  102.25|   -1.72
12309|  102.51|   -1.34
18873|  102.04|   -2.05
12310|  102.96|   -0.65
12311|  103.61|    0.34
12312|  102.93|   -0.71
12313|  102.80|   -0.93
18263|  102.49|   -1.42
12314|  102.94|   -0.73
17628|  103.37|   -0.09
12315|  102.53|   -1.39
16599|   54.15|  -49.34
12321|  104.04|    0.89
12318|  103.11|   -0.55
12317|  102.37|   -1.70
12319|  102.60|   -1.34
12320|  102.98|   -0.76
12316|  100.64|   -4.35
18876|  102.74|   -1.15
16208|   69.30|  -40.86
12322|  102.81|   -1.06
12324|  103.19|   -0.48
12323|  102.92|   -0.90
12325|  102.05|   -2.24
12326|  103.54|    0.03
18877|  102.85|   -1.04
12327|  102.69|   -1.32
18477|  102.40|   -1.78
12328|  103.04|   -0.80
16393|   97.79|   -8.86
17629|  102.98|   -0.95
12329|   98.01|   -8.57
12330|  102.75|   -1.32
12332|  103.42|   -0.29
12331|  102.60|   -1.56
12333|  103.06|   -0.87
12335|  104.49|    1.34
16523|   87.03|  -23.88
12334|  102.07|   -2.43
12336|  101.69|   -3.04
12338|  103.50|   -0.25
15890|   75.27|  -36.43
12339|  101.68|   -3.10
12341|  103.51|   -0.26
12337|   97.61|   -9.33
12340|  102.56|   -1.73
12342|  103.66|   -0.03
16209|   62.18|  -45.84
12345|  105.39|    2.61
12343|  101.72|   -3.11
12344|  104.29|    0.88
19784|   73.16|  -38.40
12350|  104.57|    1.28
12346|  102.88|   -1.36
18264|  102.72|   -1.62
12349|  102.86|   -1.39
12351|  103.23|   -0.83
12347|   99.97|   -5.90
12348|   99.89|   -6.04
12352|  102.47|   -2.03
12355|  107.63|    5.98
12353|  103.81|    0.01
12357|  104.41|    0.91
12356|  103.55|   -0.45
12354|  101.72|   -3.30
12358|  102.95|   -1.40
12359|  103.29|   -0.90
12360|  103.12|   -1.19
12361|  103.13|   -1.17
18875|  103.12|   -1.18
12362|  103.13|   -1.18
18867|  103.13|   -1.17
18874|  103.13|   -1.18
12364|  103.11|   -1.23
12368|  104.32|    0.68
12366|  103.14|   -1.18
12365|  102.90|   -1.56
16600|  103.90|    0.00
12363|  101.15|   -4.31
12367|  102.80|   -1.73
18479|  102.90|   -1.60
12371|  105.31|    2.17
17647|  106.83|    4.56
12375|  107.44|    5.50
12372|  104.51|    0.90
12370|  103.05|   -1.41
12369|  102.88|   -1.67
12373|  103.67|   -0.45
12374|  102.87|   -1.75
12378|  102.98|   -1.58
12380|  104.47|    0.76
12379|  104.21|    0.34
12377|  101.39|   -4.10
12376|  100.70|   -5.18
12381|  103.14|   -1.39
12382|  103.25|   -1.23
12384|  105.00|    1.54
12383|  103.02|   -1.61
12387|  104.51|    0.75
12385|  102.87|   -1.86
12386|  103.00|   -1.66
12388|  103.27|   -1.27
12389|  104.31|    0.38
12391|  102.72|   -2.19
12390|   99.52|   -7.23
12392|  103.19|   -1.47
12394|  104.26|    0.20
12396|  108.41|    6.77
15913|   92.01|  -18.46
12393|   99.90|   -6.71
12395|  102.49|   -2.62
12398|  106.37|    3.50
12399|  104.40|    0.34
12397|  101.37|   -4.50
18584|  103.22|   -1.56
12400|  104.42|    0.33
12401|  104.13|   -0.13
12402|  104.43|    0.33
12403|  103.50|   -1.18
12404|  104.09|   -0.25
14728|   66.01|  -44.74
12405|  103.64|   -1.01
12406|  103.87|   -0.65
12408|  107.45|    5.02
12407|  102.79|   -2.44
12412|  107.49|    5.05
12410|  106.06|    2.76
12413|  106.77|    3.87
12411|  102.39|   -3.19
12414|  103.30|   -1.76
12415|  103.84|   -0.97
12417|  103.72|   -1.18
12416|  103.39|   -1.73
12409|  102.59|   -3.05
12419|  104.23|   -0.40
12418|  101.01|   -5.62
16642|   93.58|  -17.05
12420|  103.48|   -1.68
12424|  107.73|    5.20
12421|  102.44|   -3.37
12425|  108.64|    6.63
16601|  103.91|   -1.01
12422|  103.49|   -1.69
12428|  108.50|    6.39
12423|  102.74|   -2.93
12426|  103.85|   -1.18
12427|  104.11|   -0.77
12430|  104.97|    0.61
16171|   95.04|  -15.14
12429|  103.83|   -1.26
12431|  104.14|   -0.78
19786|   41.17|  -58.15
12433|  104.54|   -0.16
12432|  101.41|   -5.27
12435|  105.28|    1.02
12436|  108.56|    6.34
12434|  103.32|   -2.18
17967|  107.28|    4.25
12437|  103.85|   -1.42
19563|   93.68|  -17.47
12439|  103.94|   -1.31
12440|  104.38|   -0.60
12438|   99.36|   -8.77
12441|  103.87|   -1.48
12442|  105.12|    0.55
12445|  109.30|    7.34
12443|  103.59|   -2.04
12444|  104.23|   -1.00
12447|  105.31|    0.73
18063|  105.19|    0.52
12449|  109.44|    7.49
12446|  104.24|   -1.05
12448|  104.72|   -0.27
12451|  108.69|    6.25
14729|  103.06|   -3.05
12452|  104.89|   -0.07
12450|  102.70|   -3.71
12461|  109.44|    7.39
12453|  103.70|   -2.10
12455|  103.72|   -2.09
17968|  107.56|    4.27
12456|  103.73|   -2.10
12454|  100.07|   -8.13
12457|  103.78|   -2.01
14730|  111.42|   10.53
12458|  104.57|   -0.72
12460|  104.76|   -0.41
12459|  103.43|   -2.64
20029|   65.85|  -46.48
12462|  104.67|   -0.61
12464|  105.56|    0.87
12463|  103.82|   -2.04
17268|   46.61|  -54.87
12470|  106.47|    2.36
12465|  104.71|   -0.57
12466|  104.35|   -1.19
12468|  104.39|   -1.12
12467|  103.72|   -2.24
12469|  103.61|   -2.45
16172|   97.36|  -12.64
12473|  107.63|    4.25
12471|  103.59|   -2.50
12472|  104.39|   -1.18
12474|  104.45|   -1.13
12475|  103.66|   -2.49
12480|  109.24|    6.82
12476|  104.80|   -0.58
12477|  104.14|   -1.89
12481|  107.05|    3.14
12484|  109.05|    6.45
12478|  103.61|   -2.66
12479|  103.54|   -2.79
12482|  105.46|    0.42
12483|  104.68|   -0.91
12485|  105.10|   -0.29
12487|  108.44|    5.30
12486|  102.39|   -4.99
12488|  104.69|   -1.13
12491|  106.53|    1.97
12489|  104.16|   -2.05
12494|  110.02|    7.83
12492|  105.55|    0.30
12490|  104.01|   -2.33
18261|  103.79|   -2.70
12493|  107.62|    3.77
12495|  104.56|   -1.50
12496|  101.97|   -5.93
12497|  104.75|   -1.40
12498|  104.76|   -1.40
17269|   51.07|  -54.53
12500|  107.04|    2.42
12499|  104.90|   -1.29
16643|   96.76|  -15.03
12501|  105.76|    0.10
12502|  105.77|    0.06
12503|  105.13|   -1.09
12504|  105.97|    0.36
12505|  105.76|    0.00
12506|  105.26|   -0.88
12507|  104.45|   -2.29
17350|   66.84|  -47.61
12508|  105.11|   -1.28
12509|  105.86|   -0.03
12512|  109.15|    5.69
12510|  105.11|   -1.37
16644|   96.37|  -16.15
12511|  106.09|    0.33
14843|   96.38|  -16.15
17327|  101.79|   -7.15
14842|   44.80|  -56.92
12514|  106.21|    0.46
12513|  104.30|   -2.90
16645|   95.49|  -17.73
12516|  106.42|    0.75
12515|  105.37|   -1.10
12519|  107.40|    2.42
12517|  105.22|   -1.43
12518|  104.02|   -3.56
12520|  105.32|   -1.29
17969|  108.38|    4.05
12523|  110.05|    6.88
12521|  106.01|   -0.26
12522|  106.10|   -0.10
19564|   97.55|  -15.09
12524|  105.90|   -0.64
12526|  108.07|    3.19
12525|  104.99|   -2.34
12527|  103.54|   -4.99
12528|  106.21|   -0.21
12529|  107.70|    2.42
12530|  108.00|    2.91
16646|   95.72|  -18.41
12531|  106.22|   -0.34
14844|   96.65|  -16.98
12532|  106.63|    0.39
12533|  106.70|    0.49
12534|  106.64|    0.38
12536|  110.56|    7.40
12535|  105.25|   -2.22
12537|  106.17|   -0.64
12538|  106.44|   -0.17
12539|  106.05|   -0.89
12541|  109.21|    4.80
12540|  105.78|   -1.45
12544|  109.80|    5.78
12542|  105.42|   -2.20
12543|  107.12|    0.89
12547|  109.80|    5.73
12545|  104.57|   -3.87
12546|  104.91|   -3.26
14756|   88.30|  -30.14
14845|   97.65|  -16.18
12548|  109.35|    4.78
12549|  106.45|   -0.63
12550|  105.69|   -2.18
12551|  107.30|    0.77
12552|  105.76|   -2.17
14846|   96.64|  -18.42
16653|  100.18|  -12.40
12553|  105.67|   -2.42
14731|  110.06|    5.72
12554|  104.02|   -5.51
12557|  106.78|   -0.44
12555|  104.76|   -4.22
12558|  105.32|   -3.20
12556|  101.99|   -9.35
12559|  106.68|   -0.68
12560|  105.84|   -2.29
12561|  106.32|   -1.45
12562|  106.93|   -0.35
12563|  106.31|   -1.53
12564|  106.06|   -2.04
12565|  105.67|   -2.81
12566|  102.97|   -7.92
12568|  106.99|   -0.42
12569|  106.52|   -1.32
12567|  105.02|   -4.14
12570|  106.45|   -1.48
17970|  108.10|    1.64
12571|  106.53|   -1.34
12572|  106.13|   -2.14
12579|  109.98|    5.10
12573|  106.27|   -1.93
12574|  106.78|   -0.98
12575|  106.77|   -1.01
12576|  106.58|   -1.38
12577|  106.09|   -2.32
12580|  106.57|   -1.42
12578|  106.01|   -2.49
12581|  105.95|   -2.61
12582|  106.28|   -1.97
12583|  108.66|    2.50
12584|  110.27|    5.54
12586|  107.40|   -0.01
12585|  104.19|   -6.15
12587|  105.86|   -2.98
18148|  106.65|   -1.54
12588|  106.56|   -1.73
12589|  106.20|   -2.43
12591|  107.70|    0.44
15289|  107.00|   -0.92
12590|  104.38|   -5.94
12593|  106.89|   -1.13
12594|  108.10|    1.19
12592|  106.20|   -2.46
12595|  107.14|   -0.70
12596|  106.24|   -2.46
12597|  107.07|   -0.90
12599|  108.14|    1.17
12598|  106.42|   -2.16
12600|  106.32|   -2.37
14757|   85.16|  -36.35
12602|  107.10|   -0.90
12601|  106.88|   -1.31
12603|  107.09|   -0.92
12604|  107.14|   -0.84
12605|  107.13|   -0.86
12607|  107.14|   -0.87
12608|  107.30|   -0.56
12609|  107.15|   -0.86
18149|  106.34|   -2.42
12606|  105.76|   -3.56
16472|  107.31|   -0.57
12610|  106.72|   -1.72
12611|  107.19|   -0.81
15290|  107.17|   -0.88
12612|  107.17|   -0.90
12616|  109.86|    4.32
12613|  107.19|   -0.88
12614|  107.19|   -0.89
12615|  106.80|   -1.66
12617|  107.18|   -0.92
15292|  107.16|   -0.98
12619|  107.18|   -0.95
15294|  107.19|   -0.95
12622|  110.38|    5.25
12618|  105.74|   -3.76
12620|  105.42|   -4.41
12623|  109.38|    3.29
12621|  106.83|   -1.71
12626|  111.44|    7.23
12624|  107.20|   -1.04
12625|  106.99|   -1.46
12629|  110.59|    5.51
12630|  110.59|    5.51
12627|  108.39|    1.22
12628|  105.93|   -3.64
12636|  109.24|    2.77
14847|  102.70|  -10.09
12631|  107.21|   -1.34
12633|  109.30|    2.73
12632|  107.11|   -1.61
12634|  107.44|   -0.98
12635|  105.94|   -3.96
12637|  107.74|   -0.45
12639|  109.34|    2.71
12638|  107.77|   -0.42
12640|  107.04|   -1.92
12641|  107.73|   -0.59
16647|  100.04|  -15.47
12642|  108.54|    1.00
15070|  309.03|  -35.53
12644|  107.82|   -0.51
12643|  106.21|   -3.74
12645|  105.00|   -6.15
12646|  107.87|   -0.45
12648|  107.96|   -0.29
12647|  107.33|   -1.55
12649|  107.04|   -2.17
12650|  107.29|   -1.76
12652|  107.96|   -0.42
12651|  107.10|   -2.16
12653|  106.93|   -2.53
12654|  107.70|   -0.98
12656|  108.03|   -0.35
12655|  104.84|   -6.77
12659|  108.99|    1.56
15847|  109.55|    2.68
12658|  107.18|   -2.11
12657|  105.38|   -5.72
19946|   99.98|  -16.17
12660|  105.72|   -5.12
15848|  109.76|    2.90
12661|  109.65|    2.68
19682|   13.06|  -63.71
12662|  109.66|    2.69
12663|  109.60|    2.56
12664|  107.93|   -0.90
12666|  110.12|    3.53
12668|  109.15|    1.53
12665|  106.81|   -3.24
12667|  108.72|    0.64
18150|  107.63|   -1.62
12669|  107.42|   -2.07
16602|   99.67|  -17.30
12671|  109.60|    2.37
12670|  107.63|   -1.69
16473|   56.42|  -58.28
12674|  109.62|    2.35
12672|  105.45|   -6.19
12673|  107.40|   -2.23
12677|  109.85|    2.78
12676|  107.46|   -2.13
12678|  110.20|    3.49
12675|  105.92|   -5.29
12679|  109.86|    2.75
12680|  109.94|    2.79
12681|  110.66|    4.24
12682|  109.95|    2.72
12684|  109.96|    2.67
12683|  107.83|   -1.80
12686|  110.09|    2.89
12685|  107.30|   -2.92
12687|  106.86|   -4.01
12691|  109.93|    2.39
12689|  107.95|   -1.75
16474|   98.28|  -20.92
12688|  107.42|   -2.87
12690|  107.91|   -1.86
19565|  101.56|  -14.82
12692|  107.83|   -2.07
17198|  112.53|    7.74
17630|  108.20|   -1.34
12693|  108.51|   -0.72
18708|  108.37|   -1.06
16173|  100.92|  -16.30
18709|  108.39|   -1.05
12696|  110.93|    4.31
12697|  110.25|    2.86
12694|  108.10|   -1.68
12695|  107.93|   -2.08
12698|  110.17|    2.63
12702|  110.22|    2.72
12699|  108.54|   -0.85
12701|  108.55|   -0.83
12700|  107.99|   -2.02
12703|  108.54|   -0.89
12704|  107.25|   -3.66
16394|  104.22|   -9.99
12705|  108.25|   -1.58
12706|  108.04|   -2.05
12707|  110.59|    3.34
12708|  107.79|   -2.68
16174|  100.07|  -18.46
17199|  112.75|    7.81
12709|  108.18|   -1.94
12710|  107.84|   -2.69
12711|  107.51|   -3.40
12712|  108.37|   -1.63
12713|  112.24|    6.59
12715|  112.54|    7.22
12714|  110.82|    3.52
12716|  110.56|    2.95
18710|  108.76|   -0.96
16648|  102.34|  -14.48
12723|  110.52|    2.75
12717|  108.23|   -2.22
12718|  108.15|   -2.39
16475|  109.25|   -0.04
12719|  108.81|   -1.01
12720|  109.40|    0.26
12721|  108.40|   -1.95
12722|  108.86|   -0.98
12725|  110.55|    2.62
12726|  112.09|    5.95
12724|  108.47|   -1.94
12727|  109.14|   -0.53
12728|  109.15|   -0.53
12729|  109.28|   -0.27
12730|  109.82|    0.92
12731|  108.62|   -1.78
12732|  110.94|    3.26
12734|  109.75|    0.60
12733|  109.06|   -0.91
12735|  108.26|   -2.70
12736|  110.71|    2.66
15295|  108.32|   -2.68
12737|  109.53|   -0.03
12738|  110.77|    2.70
12739|  110.73|    2.58
12740|  109.48|   -0.23
12741|  108.37|   -2.74
12742|  107.89|   -3.80
12743|  110.01|    0.88
15296|  108.38|   -2.74
15297|  108.43|   -2.65
12744|  108.41|   -2.71
17648|  102.21|  -16.10
12745|  108.65|   -2.26
12746|  108.52|   -2.59
15298|  108.39|   -2.91
12747|  108.32|   -3.14
15299|  108.49|   -2.84
12748|  108.57|   -2.67
12749|  108.54|   -2.74
16649|  103.11|  -14.59
12750|  108.11|   -3.72
15300|  108.54|   -2.78
12751|  107.99|   -4.03
12753|  110.79|    2.23
12754|  111.27|    3.31
12752|  108.85|   -2.13
15301|  108.59|   -2.81
15302|  108.60|   -2.79
12757|  111.24|    3.16
12755|  109.80|   -0.10
17328|  109.99|    0.32
12756|  106.66|   -7.21
12758|  109.15|   -1.65
12759|  109.95|    0.17
15303|  108.63|   -2.84
12760|  109.72|   -0.37
12761|  111.25|    2.99
12762|  109.38|   -1.32
12763|  108.25|   -3.91
12764|  109.41|   -1.36
12766|  111.30|    2.91
12765|  109.51|   -1.19
16176|   88.28|  -40.38
12767|  109.80|   -0.56
12769|  110.91|    1.90
12770|  109.32|   -1.79
12768|  108.62|   -3.38
15850|  110.97|    1.97
12771|  110.25|    0.32
19947|   94.29|  -32.26
12772|  109.74|   -0.95
12773|  109.75|   -0.95
12774|  111.80|    3.73
12775|  111.39|    2.73
12776|  110.23|    0.01
12777|  110.01|   -0.55
16650|  106.63|   -8.44
15768|  104.94|  -12.25
12778|  109.95|   -0.78
18151|  109.44|   -1.99
12779|  108.79|   -3.55
12781|  110.68|    0.83
12780|  108.15|   -5.10
12782|  106.36|   -9.29
12784|  111.54|    2.79
12783|  108.67|   -3.95
14732|  110.13|   -0.53
12785|  109.01|   -3.20
12786|  110.12|   -0.58
12787|  110.71|    0.80
16651|  104.71|  -13.09
12788|  109.04|   -3.21
12789|  109.51|   -2.18
12790|  109.12|   -3.11
14733|  111.73|    3.04
12791|  108.99|   -3.67
12793|  110.41|   -0.30
12792|  108.86|   -4.02
12794|  109.21|   -3.20
12795|  110.08|   -1.17
12796|  112.23|    3.85
16652|  106.47|   -9.93
12797|  111.79|    2.69
12798|  111.08|    0.96
12799|  110.28|   -1.02
16603|   85.83|  -45.62
12800|  109.86|   -2.13
12801|  111.01|    0.59
12802|  110.48|   -0.71
12803|  111.00|    0.51
12804|  110.89|    0.07
12805|  110.89|    0.05
12806|  110.90|    0.06
12808|  110.90|    0.05
12809|  110.91|    0.06
12810|  110.91|    0.05
12807|  108.06|   -6.89
12812|  110.99|    0.25
12811|  110.61|   -0.70
12813|  110.93|    0.06
12814|  111.06|    0.30
12815|  108.50|   -6.04
12816|  109.73|   -3.03
12817|  110.36|   -1.48
12818|  108.29|   -6.61
12819|  108.74|   -5.52
12820|  111.14|    0.38
12821|  112.67|    4.12
12823|  111.07|    0.10
12822|  110.67|   -0.89
12824|  111.28|    0.59
12825|  110.08|   -2.44
