#    |              BAT_NAME|     RA|    DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#    |                      |    deg|    deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log  |           |           |
1411|SWIFT J1253.5-4876    |193.386|-48.762|    6.78|NGC 4785                      |                               |193.3639|-48.7492|   15.71|   13.15|   18.85|  0.0|1.84|1.49|2.21|      3.20| 0.0120| 42.7|           |         50|Sy2                 
1412|SWIFT J1254.9+1165    |193.729| 11.653|    6.51|SWIFT J1254.9+1165            |                               |193.7287| 11.6531|   13.24|   10.81|   16.24|  0.0|1.72|1.23|2.28|      0.50|       |     |           |         12|U3                  
1413|SWIFT J1300.5-0759    |195.073| -8.016|    5.21|MCG-01-33-063                 |                               |195.0796| -8.0874|    6.80|    4.44|    9.27|  0.0|2.30|1.51|3.54|      0.90| 0.0260| 43.0|           |         70|Unknown AGN         
1414|SWIFT J1302.3-6385    |195.580|-63.855|   12.06|2XMM J130247.6-635008         |                               |195.6979|-63.8355|   19.54|   15.58|   23.66|  0.0|1.20|0.62|1.74|      0.50|       |     |           |        180|HMXB                
1415|SWIFT J1303.4-1342    |195.804|-13.672|    7.20|2MASX J13032223-1341332       |                               |195.8426|-13.6927|   16.81|   13.87|   19.88|  0.0|1.83|1.45|2.27|      1.50| 0.0460| 43.9|           |         40|Sy1.2               
1416|SWIFT J1304.5-5651    |196.121|-56.515|    5.84|IGR J13045-5630               |                               |196.1312|-56.5152|   11.56|    9.12|   14.10|  0.0|2.05|1.51|2.67|      0.80|       |     |           |         80|Beamed AGN          
1417|SWIFT J1306.4-7603    |196.611|-76.043|    5.07|2MASX J13071558-7602451       |                               |196.8150|-76.0459|    7.33|    5.34|    9.11|  0.0|2.51|1.75|3.74|      1.20| 0.1830| 44.8|           |         40|Sy1                 
1418|SWIFT J1307.2-7049    |196.805|-70.490|   15.53|MAXI J1305-704                |                               |196.7352|-70.4514|    9.61|    0.00|   20.95|  0.0|1.57|0.00|0.00|      0.60|       |     |           |        200|XRB                 
1419|SWIFT J1310.1-1719    |197.536|-17.192|    6.16|2MASX J13100789-1711398       |                               |197.5328|-17.1944|   16.74|   13.31|   19.83|  0.0|1.64|1.15|2.15|      0.80| 0.0250| 43.3|           |         50|Sy2 candidate       
1420|SWIFT J1320.5+6022    |200.115| 60.225|    6.20|SBS 1318+605                  |                               |200.1781| 60.2571|    9.54|    7.43|   11.47|  0.0|1.79|1.35|2.29|      0.90| 0.1000| 44.3|           |         40|Sy1.5               
1421|SWIFT J1320.7-7022    |200.181|-70.225|    5.29|1RXS J132032.3-701451         |                               |200.1346|-70.2475|    7.61|    5.51|    9.56|  0.0|2.65|2.01|3.60|      0.90|       |     |           |        110|star                
1422|SWIFT J1324.8-6325    |201.199|-63.250|    5.34|CXO J132430.3-631349          |                               |201.1263|-63.2305|    9.03|    6.60|   11.27|  0.0|2.39|1.78|3.19|      0.30|       |     |           |        190|LMXB                
1423|SWIFT J1325.2-3279    |201.298|-32.791|    5.70|SWIFT J1325.2-3279            |                               |201.2977|-32.7908|   10.86|    8.03|   13.48|  0.0|2.36|1.82|3.04|      1.20|       |     |           |         12|U3                  
1424|SWIFT J1327.0-2798    |201.997|-27.989|    5.58|SWIFT J1327.0-2798            |                               |201.9974|-27.9888|   11.09|    7.98|   13.98|  0.0|2.11|1.58|2.77|      1.30|       |     |           |         12|U3                  
1425|SWIFT J1329.9+4719    |202.482| 47.197|    5.98|NGC 5194                      |                               |202.4696| 47.1952|   13.26|   10.52|   15.80|  0.0|1.30|0.83|1.78|      0.60| 0.0010| 40.8|           |         50|Sy2                 
1426|SWIFT J1334.1-3842    |203.521|-38.428|    5.95|SWIFT J1334.1-3842            |                               |203.5212|-38.4285|   17.62|   14.49|   21.34|  0.0|1.45|1.00|1.90|      0.50|       |     |           |         12|U3                  
1427|SWIFT J1339.6+5581    |204.911| 55.813|    6.12|2MASX J13393399+5546137       |                               |204.8916| 55.7706|    6.86|    5.36|    8.52|  0.0|2.50|1.94|3.24|      1.80| 0.1230| 44.4|           |         40|Sy1                 
1428|SWIFT J1340.9-2808    |205.248|-28.127|    5.85|SWIFT J1340.9-2808            |                               |205.2482|-28.1273|   13.10|   10.35|   16.35|  0.0|1.99|1.51|2.55|      0.90|       |     |           |         10|U1                  
1429|SWIFT J1343.1+8038    |205.738| 80.634|    5.44|2MASX J13435300+8035495       |                               |205.9706| 80.5970|   12.91|   10.41|   15.87|  0.0|1.31|0.72|1.87|      0.60| 0.0440| 43.7|           |         70|Unknown AGN         
1430|SWIFT J1344.7+5588    |206.182| 55.882|    4.90|Mrk 273                       |                               |206.1755| 55.8868|    5.18|    3.70|    6.74|  0.0|2.60|1.83|3.82|      0.50| 0.0370| 43.2|           |         50|Sy2                 
1431|SWIFT J1345.5+5352    |206.371| 53.530|    4.95|SBS 1343+537                  |                               |206.4390| 53.5479|    5.94|    3.94|    7.38|  0.0|2.26|1.61|3.24|      0.90| 0.1350| 44.4|           |         80|Beamed AGN          
1432|SWIFT J1349.2+4441    |207.276| 44.674|    5.27|SDSS J134908.40+444129.7      |                               |207.2850| 44.6916|   11.06|    8.10|   13.12|  0.0|1.39|0.84|1.98|      0.80|       |     |           |         40|Sy1                 
1433|SWIFT J1349.1+2658    |207.279| 26.588|    4.92|Abell 1795                    |                               |207.2208| 26.5956|    4.89|    3.62|    5.93|  0.0|3.93|2.95|5.65|      0.20|       |     |           |         30|Galaxy Cluster      
1434|SWIFT J1350.3-0028    |207.573| -0.461|    5.56|SWIFT J1350.3-0028            |                               |207.5729| -0.4613|   11.18|    7.91|   13.47|  0.0|1.99|1.43|2.63|      1.20|       |     |           |         10|U1                  
1435|SWIFT J1357.0+1929    |209.253| 19.290|    4.91|[HB89] 1354+195               |                               |209.2685| 19.3187|    8.67|    5.92|   10.61|  0.0|2.02|1.38|2.87|      1.20| 0.7200| 46.3|           |         80|Beamed AGN          
1436|SWIFT J1400.2+0503    |210.056|  5.012|    6.11|CGCG 046-033                  |                               |210.0768|  5.0451|   12.57|    9.90|   15.81|  0.0|1.85|1.43|2.33|      1.60| 0.0340| 43.5|           |         40|Sy1                 
1437|SWIFT J1408.2-6194    |212.038|-61.943|    8.40|MAXI J1409-619                |                               |212.0107|-61.9834|   11.66|    9.88|   13.82|  0.0|3.15|2.60|3.83|      1.40|       |     |           |        150|Pulsar              
1438|SWIFT J1410.7+1947    |212.719| 19.820|    6.89|1RXS J141117.0+194438         |                               |212.8196| 19.7443|    9.41|    7.33|   11.95|  0.0|2.20|1.69|2.87|      0.40| 0.2370| 45.2|           |         40|Sy1                 
1439|SWIFT J1416.5-3671    |214.137|-36.710|    5.23|PKS 1413-36                   |                               |214.1381|-36.6819|   14.71|   11.53|   18.58|  0.0|1.60|1.08|2.16|      1.40| 0.0740| 44.3|           |         50|Sy2 candidate       
1440|SWIFT J1419.0-1323    |214.755|-13.239|    6.25|[HB89] 1416-129               |                               |214.7659|-13.1791|   13.86|    9.82|   17.72|  0.0|2.04|1.49|2.68|      0.40| 0.1280| 44.7|           |         40|Sy1.2               
1441|SWIFT J1419.1+0790    |214.771|  7.906|    5.46|SDSS J141908.31+075449.6      |                               |214.7846|  7.9138|   12.67|    8.73|   16.43|  0.0|1.67|1.18|2.21|      1.20| 0.0560| 43.9|           |         40|Sy1                 
1442|SWIFT J1419.2+6807    |214.798| 68.078|    5.61|2PBC J1419.2+6804             |                               |214.7079| 68.0694|    8.88|    6.01|   11.61|  0.0|1.90|1.34|2.56|      0.60| 0.0770| 44.1|           |         40|Sy1.5               
1443|SWIFT J1420.1-1929    |214.954|-19.546|    6.75|PKS 1417-19                   |                               |214.9572|-19.4737|   16.59|   12.14|   20.85|  0.0|1.77|1.29|2.31|      0.20| 0.1200| 44.7|           |         40|Sy1.5               
1444|SWIFT J1423.1-8548    |215.777|-85.487|    5.21|SWIFT J1423.1-8548            |                               |215.7768|-85.4866|   10.47|    6.47|   14.28|  0.0|1.36|0.62|2.10|      0.50|       |     |           |         12|U3                  
1445|SWIFT J1428.1+1729    |217.254| 17.354|    6.62|SDSS J142846.71+172353.1      |                               |217.1946| 17.3981|   11.99|    9.28|   14.56|  0.0|1.85|1.36|2.41|      0.80| 0.1030| 44.5|           |         40|Sy1                 
1446|SWIFT J1429.8-4199    |217.447|-41.999|    5.70|IGR J14301-4158               |                               |217.5507|-41.9754|   11.98|    8.88|   14.91|  0.0|1.97|1.30|2.81|      0.40| 0.0380| 43.6|           |         50|Sy2                 
1447|SWIFT J1430.4+1363    |217.607| 13.635|    5.46|2MASX J14302986+1339117       |                               |217.6245| 13.6533|    9.87|    7.30|   12.32|  0.0|2.11|1.47|2.92|      1.10| 0.0850| 44.2|           |         50|Sy2                 
1448|SWIFT J1430.6+4211    |217.648| 42.111|    4.98|B3 1428+422                   |                               |217.5989| 42.0768|    9.90|    7.32|   12.36|  0.0|1.56|0.99|2.18|      0.30| 4.7150| 48.3|           |         80|Beamed AGN          
1449|SWIFT J1431.7+1472    |217.931| 14.727|    6.71|SWIFT J1431.7+1472            |                               |217.9312| 14.7270|   13.88|   10.93|   16.69|  0.0|1.63|1.14|2.16|      0.30|       |     |           |         12|U3                  
1450|SWIFT J1442.9+5206    |220.730| 52.064|    4.90|3C 303                        |                               |220.7616| 52.0270|    5.70|    3.84|    7.43|  0.0|2.39|1.70|3.36|      0.60| 0.1410| 44.4|           |         40|Sy1                 
1451|SWIFT J1447.5-6327    |221.884|-63.279|    5.43|IGR J14471-6319               |                               |221.8120|-63.2887|    8.60|    6.25|   10.85|  0.0|2.36|1.66|3.24|      1.00| 0.0380| 43.4|           |         50|Sy2                 
1452|SWIFT J1448.2-8033    |222.042|-80.552|    4.96|SWIFT J1448.2-8033            |                               |222.0417|-80.5517|    6.46|    4.50|    8.28|  0.0|2.70|2.01|3.74|      0.80|       |     |           |         10|U1                  
1453|SWIFT J1448.2-6532    |222.052|-65.539|    5.46|SWIFT J1448.2-6532            |                               |222.0519|-65.5385|    8.59|    6.08|   10.86|  0.0|2.46|1.82|3.33|      1.20|       |     |           |         10|U1                  
1454|SWIFT J1503.7-6028    |225.930|-60.281|    5.32|SWIFT J1503.7-6028            |                               |226.0675|-60.3559|    7.80|    5.65|    9.68|  0.0|2.92|2.23|3.85|      0.80|       |     |           |         11|U2                  
1455|SWIFT J1503.7+6850    |225.933| 68.840|    5.75|SWIFT J1503.7+6850            |                               |225.9328| 68.8396|    7.83|    5.50|    9.95|  0.0|2.08|1.59|2.69|      2.10|       |     |           |         10|U1                  
1456|SWIFT J1515.0-4021    |228.695|-40.427|    5.13|ESO 328-IG 036 NED01          |                               |228.7031|-40.3647|   10.65|    8.10|   13.40|  0.0|2.20|1.73|2.79|      2.20| 0.0230| 43.1|           |         40|Sy1                 
1457|SWIFT J1516.5+0016    |229.113|  0.164|    6.14|CGCG 021-063                  |                               |229.1676|  0.2505|   10.39|    8.12|   12.86|  0.0|2.59|1.92|3.50|      1.40| 0.0520| 43.8|           |         80|Beamed AGN          
1458|SWIFT J1518.8+2085    |229.704| 20.855|    5.60|UGC 09813                     |                               |229.7424| 20.8154|    9.19|    6.98|   11.59|  0.0|2.21|1.69|2.86|      0.90| 0.0410| 43.5|           |         50|Sy2                 
1459|SWIFT J1521.6+3204    |230.391| 32.044|    5.99|SWIFT J1521.6+3204            |                               |230.3911| 32.0445|   10.81|    8.45|   13.34|  0.0|1.75|1.10|2.60|      2.00|       |     |           |         12|U3                  
1460|SWIFT J1527.9+0621    |231.977|  6.210|    6.15|SDSS J152753.80+061018.9      |                               |231.9742|  6.1719|   15.50|   12.56|   18.72|  0.0|1.72|1.23|2.23|      0.70| 0.1740| 45.1|           |         40|Sy1                 
1461|SWIFT J1531.3+0727    |232.828|  7.434|    5.20|NGC 5940                      |                               |232.8253|  7.4578|   12.85|   10.04|   15.93|  0.0|1.81|1.30|2.37|      0.50| 0.0330| 43.5|           |         40|Sy1                 
1462|SWIFT J1534.5+6258    |233.573| 63.029|    5.18|Gaia15aai                     |                               |233.5552| 62.9828|    6.88|    5.00|    8.92|  0.0|2.10|1.51|2.89|      1.10| 0.0850| 44.0|           |         70|Unknown AGN         
1463|SWIFT J1536.5+6177    |234.128| 61.774|    5.45|2MASX J15362768+6146419       |                               |234.1157| 61.7782|    6.82|    5.12|    8.66|  0.0|2.35|1.69|3.25|      1.20| 0.1730| 44.7|           |         50|Sy2                 
1464|SWIFT J1540.5+1416    |235.074| 14.272|    7.71|SDSS J154012.96+141643.2      |                               |235.0540| 14.2787|   11.88|    5.42|   17.13|  0.0|2.22|1.02|4.11|      0.10| 0.0490| 43.8|           |         50|Sy1.9               
1465|SWIFT J1541.4-5053    |235.355|-50.535|    4.97|CXOU J154126.4-502823         |                               |235.3602|-50.4732|   12.09|    9.04|   14.33|  0.0|1.81|1.22|2.45|      0.20|       |     |           |         70|Unknown AGN         
1466|SWIFT J1542.3+1834    |235.602| 18.558|    5.93|2MASX J15421387+1835005       |                               |235.5580| 18.5834|   12.06|    9.11|   14.21|  0.0|1.82|1.28|2.44|      1.10| 0.0720| 44.1|           |         40|Sy1                 
1467|SWIFT J1543.1-5657    |235.779|-56.572|    9.16|SWIFT J1543.1-5657            |                               |235.7789|-56.5722|    6.32|    4.19|    8.13|  0.0|2.64|1.85|3.66|      1.10|       |     |           |         10|U1                  
1468|SWIFT J1543.4-5624    |235.843|-56.248|    7.90|MAXI J1543-564                |                               |235.8222|-56.4134|   13.83|   12.06|   15.18|  0.0|3.32|2.71|4.13|      4.40|       |     |           |        200|XRB                 
1469|SWIFT J1548.6-3211    |237.160|-32.113|    5.67|ESO 450-16                    |                               |237.1802|-32.1199|   14.23|   10.91|   16.80|  0.0|1.91|1.49|2.38|      1.70| 0.0480| 43.9|           |         50|Sy2 candidate       
1470|SWIFT J1554.9-3757    |238.726|-37.570|    6.21|IGR J15549-3740               |                               |238.6948|-37.6387|   14.33|   11.05|   16.86|  0.0|1.88|1.44|2.36|      1.40| 0.0190| 43.0|           |         50|Sy2                 
