#    |              BAT_NAME|     RA|    DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
#    |                      |    deg|    deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log  |           |           |
 865|SWIFT J1708.7-3216    |257.219|-32.356|    9.18|4U 1705-32                    |                               |257.2267|-32.3160|   20.22|   18.17|   22.85|  0.0|2.29|1.97|2.64|      0.70|       |     |           |        190|LMXB                
 866|SWIFT J1709.4-2639    |257.381|-26.653|   17.10|XTE J1709-267                 |                               |257.3766|-26.6556|   30.03|   28.21|   32.36|  0.0|2.65|2.40|2.94|      2.30|       |     |           |        190|LMXB                
 867|SWIFT J1709.8-3627A   |257.287|-36.409|   57.36|IGR J17091-3624               |                               |257.2817|-36.4070|  158.70|  154.58|  163.94|  0.0|1.54|1.46|1.61|     15.40|       |     |           |        190|LMXB                
 868|SWIFT J1709.8-3627B   |257.444|-36.467|   38.45|IGR J17098-3628               |                               |257.4414|-36.4663|   49.28|   43.79|   56.31|  0.0|0.50|0.00|0.84|      1.30|       |     |           |        190|LMXB                
 869|SWIFT J1710.3-2806    |257.535|-28.131|   25.50|XTE J1710-281                 |                               |257.5523|-28.1308|   51.66|   49.64|   53.94|  0.0|2.37|2.24|2.50|      0.50|       |     |           |        190|LMXB                
 870|SWIFT J1711.8-3935    |257.982|-39.700|    8.57|SNR G347.3-0.5                |                               |257.9830|-39.7020|   19.94|   18.40|   21.66|  0.0|3.13|2.78|3.52|      0.80|       |     |           |        160|SNR                 
 871|SWIFT J1712.5-2322    |258.100|-23.350|   70.93|Oph Cluster                   |                               |258.1082|-23.3759|  105.07|  103.76|  106.54|  0.0|4.01|3.94|4.09|     12.50|       |     |           |         30|Galaxy Cluster      
 872|SWIFT J1712.2-4051    |258.100|-40.843|   24.74|4U 1708-40                    |                               |258.0990|-40.8427|   29.52|   28.53|   30.61|  0.0|6.71|6.24|7.25|      2.00|       |     |           |        190|LMXB                
 873|SWIFT J1712.7-2412    |258.162|-24.247|   26.63|V2400 Oph                     |                               |258.1519|-24.2457|   47.55|   45.79|   49.28|  0.0|2.99|2.86|3.14|      4.80|       |     |           |         90|CV                  
 874|SWIFT J1712.8-3737    |258.153|-37.644|   60.52|SAX J1712.6-3739              |                               |258.1531|-37.6447|  111.63|  109.78|  113.44|  0.0|2.76|2.69|2.82|      3.20|       |     |           |        190|LMXB                
 875|SWIFT J1717.1-6249    |259.253|-62.828|   49.89|NGC6300                       |                               |259.2478|-62.8206|   96.37|   93.99|   98.70|  0.0|2.06|2.00|2.12|      7.60| 0.0030| 42.4|           |         50|Sy2                 
 876|SWIFT J1719.7+4900    |259.869| 48.970|   12.14|ARP102B                       |                               |259.8104| 48.9804|   19.94|   17.88|   21.95|  0.0|2.08|1.84|2.34|      1.10| 0.0240| 43.4|           |         80|Beamed AGN          
 877|SWIFT J1719.6-4102    |259.900|-41.014|   22.01|CXOU J171935.8-410053         |                               |259.8994|-41.0149|   40.06|   37.87|   41.23|  0.0|2.94|2.79|3.10|      3.50|       |     |           |         90|CV                  
 878|SWIFT J1720.3-3115    |260.025|-31.284|   18.74|2MASS J17200591-3116596       |                               |260.0254|-31.2839|   37.41|   35.36|   38.52|  0.0|3.36|3.19|3.54|      7.10|       |     |           |        180|HMXB                
 879|SWIFT J1720.5-5141    |260.104|-51.669|    5.75|1RXS J172032.0-514414         |                               |260.1358|-51.7369|    7.75|    5.56|    8.93|  0.0|2.94|2.15|4.03|      1.10|       |     |           |         11|U2                  
 880|SWIFT J1721.7+4316    |260.547| 43.298|    7.58|RBS1640                       |                               |260.5083| 43.2567|   12.95|   10.05|   14.51|  0.0|1.90|1.49|2.38|      0.20| 0.1370| 44.8|           |         40|Sy1.5               
 881|SWIFT J1723.1-2839    |260.846|-28.637|    3.59|PSR J1723-2837                |                               |260.8462|-28.6318|   19.35|   14.87|   21.75|  0.0|0.88|0.00|1.35|      1.40|       |     |           |        150|Pulsar              
 882|SWIFT J1723.2+3418    |260.825| 34.293|    9.71|4C+34.47                      |                               |260.8367| 34.2994|   15.29|   13.01|   16.62|  0.0|2.34|2.02|2.71|      0.80| 0.2060| 45.2|           |         40|Sy1.2               
 883|SWIFT J1723.5+3630    |260.865| 36.480|   11.87|RBS1645                       |                               |260.8467| 36.5028|   22.63|   19.93|   24.19|  0.0|1.85|1.60|2.12|      0.50| 0.0400| 43.9|           |         40|Sy1.5               
 884|SWIFT J1725.1-3616    |261.298|-36.283|   66.10|EXO 1722-363                  |                               |261.2975|-36.2831|  136.49|  134.49|  137.65|  0.0|3.07|3.03|3.12|     57.00|       |     |           |        180|HMXB                
 885|SWIFT J1725.2-3258    |261.354|-32.952|   15.59|IGR J17254-3257               |                               |261.3535|-32.9527|   38.06|   35.63|   39.46|  0.0|2.47|2.29|2.66|      1.20|       |     |           |        190|LMXB                
 886|SWIFT J1727.4-3046    |261.888|-30.802|  186.34|4U 1722-30                    |                               |261.8883|-30.8019|  431.27|  429.36|  433.72|  0.0|2.51|2.49|2.52|      6.80|       |     |           |        190|LMXB                
 887|SWIFT J1730.4-0558    |262.594| -5.986|   36.58|1RXS J173021.5-055933         |                               |262.5912| -5.9921|   68.74|   66.75|   71.29|  0.0|2.43|2.34|2.52|      8.30|       |     |           |         90|CV                  
 888|SWIFT J1731.3+1442    |262.831| 14.707|    4.98|2MASXJ17311341+1442561        |                               |262.8058| 14.7155|   11.24|    8.80|   14.33|  0.0|1.74|1.19|2.35|      0.60| 0.0820| 44.2|           |         40|Sy1                 
 889|SWIFT J1731.6-1657    |262.937|-16.963|  280.05|GX 9+9                        |                               |262.9342|-16.9617|  357.01|  356.00|  358.30|  0.0|6.09|6.05|6.12|     41.80|       |     |           |        190|LMXB                
 890|SWIFT J1731.9-1915    |262.956|-19.222|    8.29|V2487 Oph                     |                               |262.9990|-19.2320|   17.79|   15.17|   19.81|  0.0|2.31|2.00|2.65|      3.10|       |     |           |        170|Nova                
 891|SWIFT J1732.1-3349    |262.989|-33.835|  500.27|4U 1728-34                    |                               |262.9892|-33.8347|  982.15|  980.08|  983.74|  0.0|3.04|3.03|3.05|     20.90|       |     |           |        190|LMXB                
 892|SWIFT J1731.9-2444    |263.009|-24.745|  550.84|GX 1+4                        |                               |263.0090|-24.7456| 1225.43| 1222.79| 1227.45|  0.0|2.28|2.27|2.28|   1601.30|       |     |           |        180|HMXB                
 893|SWIFT J1733.5-3325    |263.352|-33.390|   15.06|MXB 1730-335                  |                               |263.3504|-33.3878|   14.11|   12.74|   15.29|  0.0|5.87|5.04|6.98|      0.80|       |     |           |        190|LMXB                
 894|SWIFT J1733.3+3635    |263.426| 36.568|    7.95|2MASXJ17333689+3631319        |                               |263.4037| 36.5255|   16.19|   13.69|   18.45|  0.0|1.69|1.29|2.11|      0.50| 0.5070| 46.2|           |         70|Unknown AGN         
 895|SWIFT J1735.5-3255    |263.865|-32.931|   11.98|2MASS J17352760-3255544       |                               |263.8650|-32.9318|   29.20|   26.99|   31.21|  0.0|2.35|2.12|2.61|      0.20|       |     |           |        180|HMXB                
 896|SWIFT J1737.5-2908    |264.368|-29.134|   46.42|1RXSJ173728.0-290759          |                               |264.3681|-29.1340|  119.04|  116.72|  121.14|  0.0|2.22|2.16|2.28|      1.60| 0.0210| 44.0|           |         40|Sy1                 
 897|SWIFT J1737.7-5956A   |264.545|-60.050|    6.84|1RXS J173751.2-600408         |                               |264.4633|-60.0689|    2.13|    0.00|    5.68|  0.0|2.30|0.00|0.00|      0.60|       |     |           |         11|U2                  
 898|SWIFT J1737.7-5956B   |264.430|-59.955|   10.41|ESO139-12                     |                               |264.4128|-59.9407|   17.63|   13.90|   20.95|  0.0|2.12|1.51|2.92|      0.50| 0.0170| 43.0|           |         50|Sy2                 
 899|SWIFT J1738.3-2657    |264.567|-27.004|   96.85|SLX 1735-269                  |                               |264.5667|-27.0044|  229.70|  227.55|  231.61|  0.0|2.18|2.15|2.21|      7.60|       |     |           |        190|LMXB                
 900|SWIFT J1738.9-3024    |264.796|-30.347|    5.19|IGR J17391-3021               |                               |264.7980|-30.3440|   10.81|    9.60|   11.93|  0.0|4.24|3.55|5.17|      0.70|       |     |           |        180|HMXB                
 901|SWIFT J1739.2-4428    |264.744|-44.452|  438.84|4U 1735-44                    |                               |264.7429|-44.4500|  518.61|  517.62|  519.49|  0.0|5.25|5.23|5.27|    190.40|       |     |           |        190|LMXB                
 902|SWIFT J1740.0-3651    |265.113|-36.927|    7.79|IGR J17404-3655               |                               |265.1125|-36.9273|   17.97|   15.86|   20.29|  0.0|2.53|2.19|2.92|      1.20|       |     |           |        190|LMXB                
 903|SWIFT J1740.6-2821A   |265.179|-28.302|   36.88|SLX 1737-282                  |                               |265.1788|-28.3022|   88.72|   86.02|   91.69|  0.0|2.20|2.12|2.29|      1.10|       |     |           |        190|LMXB                
 904|SWIFT J1740.6-2821B   |264.976|-28.496|   21.12|XTE J1739-285                 |                               |264.9748|-28.4963|   23.30|   21.57|   25.20|  0.0|3.67|3.28|4.12|      0.70|       |     |           |        190|LMXB                
 905|SWIFT J1741.9-1211    |265.465|-12.202|   16.52|1RXSJ174155.3-121157          |                               |265.4803|-12.1991|   41.54|   38.82|   44.54|  0.0|1.89|1.73|2.06|      1.20| 0.0370| 44.1|           |         40|Sy1                 
 906|SWIFT J1742.1-6054    |265.484|-60.888|    3.34|PKS1737-60                    |                               |265.5093|-60.9222|    5.71|    3.61|    7.97|  0.0|2.37|1.61|3.52|      0.80| 0.4100| 45.5|           |         80|Beamed AGN          
 907|SWIFT J1742.2+1833    |265.585| 18.525|    5.65|Q1739+184                     |                               |265.5291| 18.4557|   11.66|    8.69|   14.77|  0.0|1.43|0.66|2.19|      0.30| 0.1860| 45.0|           |         40|Sy1                 
 908|SWIFT J1743.1-3620    |265.757|-36.372|    5.71|XTE J1743-363                 |                               |265.7555|-36.3728|   15.53|   13.32|   17.83|  0.0|2.18|1.80|2.62|      1.10|       |     |           |        180|HMXB                
 909|SWIFT J1743.4+6253    |265.876| 62.847|    5.68|Z300-62                       |                               |265.8225| 62.8392|    8.28|    6.43|   10.25|  0.0|2.14|1.60|2.80|      0.40| 0.0330| 43.3|           |         50|Sy2                 
 910|SWIFT J1743.7-2946    |265.978|-29.745|  327.96|1E 1740.7-2942                |                               |265.9785|-29.7452| 1038.73| 1036.23| 1042.59|  0.0|1.82|1.81|1.83|     68.10|       |     |           |        190|LMXB                
 911|SWIFT J1744.6-3232    |266.157|-32.539|    7.99|SWIFT J174437.5-323220        |                               |266.1561|-32.5389|   16.68|   15.44|   18.53|  0.0|3.51|3.04|4.09|      1.70|       |     |           |        200|XRB                 
 912|SWIFT J1745.4+2906    |266.408| 29.125|   11.47|1RXSJ174538.1+290823          |                               |266.4090| 29.1400|   19.90|   18.19|   22.51|  0.0|2.09|1.82|2.39|      1.10| 0.1100| 44.8|           |         40|Sy1.5               
 913|SWIFT J1746.3-2850A   |266.416|-29.013|   63.62|SGR A*                        |                               |266.4168|-29.0078|  112.70|  109.44|  117.72|  0.0|2.69|2.56|2.82|      1.40|       |     |           |         20|Galactic Center     
 914|SWIFT J1746.3-2850B   |266.589|-28.727|   60.56|2E 1743.1-2842                |                               |266.5875|-28.7289|   82.49|   80.49|   85.56|  0.0|3.80|3.63|3.98|      0.80|       |     |           |        190|LMXB                
 915|SWIFT J1746.3-2850C   |266.762|-28.882|   40.50|SAX J1747.0-2853              |                               |266.7608|-28.8830|   44.63|   41.32|   48.04|  0.0|2.53|2.33|2.75|      1.90|       |     |           |        190|LMXB                
 916|SWIFT J1746.3-2850D   |266.520|-28.886|   75.07|IGR J17461-2853               |                               |266.5211|-28.8836|   32.53|   24.18|   41.14|  0.0|1.70|1.16|2.25|      0.60|       |     |           |        220|molecular cloud     
 917|SWIFT J1746.3-2931A   |266.521|-29.515|  116.76|2E 1742.9-2929                |                               |266.5217|-29.5149|  169.82|  168.14|  171.55|  0.0|4.59|4.53|4.66|      3.00|       |     |           |        190|LMXB                
 918|SWIFT J1746.3-2931B   |266.241|-29.338|   53.98|KS 1741-293                   |                               |266.2417|-29.3367|  105.63|  102.81|  108.55|  0.0|2.47|2.40|2.54|      9.30|       |     |           |        190|LMXB                
 919|SWIFT J1746.2-3214    |266.565|-32.234|  110.13|XTE J17464-3213               |                               |266.5650|-32.2335|  309.26|  306.80|  311.71|  0.0|2.12|2.09|2.14|      9.10|       |     |           |        190|LMXB                
 920|SWIFT J1747.6-2817    |266.800|-28.437|   24.77|IGR J17475-2822               |                               |266.7992|-28.4388|   67.01|   64.69|   69.33|  0.0|2.43|2.33|2.54|      2.20|       |     |           |        220|molecular cloud     
 921|SWIFT J1747.4-2719    |266.826|-27.344|   98.32|IGR J17473-2721               |                               |266.8253|-27.3441|  231.49|  229.10|  233.88|  0.0|2.20|2.17|2.23|     35.70|       |     |           |        190|LMXB                
 922|SWIFT J1747.4-3003    |266.858|-30.001|   79.64|SLX 1744-299                  |                               |266.8578|-30.0004|  133.29|  131.56|  135.01|  0.0|3.25|3.19|3.31|      4.10|       |     |           |        190|LMXB                
 923|SWIFT J1747.7-2253    |266.875|-22.880|    7.60|2MASS J17472972-2252448       |                               |266.8738|-22.8791|   16.91|   15.30|   19.37|  0.0|2.21|1.74|2.74|      1.30| 0.0470| 43.9|           |         40|Sy1.5               
 924|SWIFT J1747.8+6837A   |266.954| 68.897|    3.62|Mrk507                        |                               |267.1599| 68.7044|    7.40|    5.52|   10.23|  0.0|2.15|1.42|3.21|      1.10| 0.0550| 43.7|           |         40|Sy1.2               
 925|SWIFT J1747.8+6837B   |267.096| 68.578|    6.22|2MASS J17465953+6836303       |                               |266.7481| 68.6084|    3.10|    1.69|    4.80|  0.0|3.18|1.67|5.81|      1.70| 0.0630| 43.4|           |         40|Sy1.2               
 926|SWIFT J1747.9-2631A   |266.983|-26.564|  327.29|GX 3+1                        |                               |266.9833|-26.5636|  469.39|  468.55|  470.68|  0.0|6.33|6.30|6.37|     59.10|       |     |           |        190|LMXB                
 927|SWIFT J1747.9-2631B   |267.299|-26.647|  100.34|AX J1749.1-2639               |                               |267.3000|-26.6472|  104.26|  102.78|  105.54|  0.0|4.00|3.93|4.08|     46.30|       |     |           |        180|HMXB                
 928|SWIFT J1748.1-3605    |267.078|-36.120|   14.48|1A 1744-361                   |                               |267.0800|-36.1210|   22.14|   20.88|   23.21|  0.0|4.48|4.06|4.95|      0.50|       |     |           |        190|LMXB                
 929|SWIFT J1748.8-3257    |267.229|-32.914|   11.31|2MASSJ17485512-3254521        |                               |267.2297|-32.9145|   33.34|   30.94|   35.41|  0.0|2.18|1.96|2.41|      1.20| 0.0200| 43.4|           |         50|Sy1.9               
 930|SWIFT J1749.4-2735    |267.287|-27.574|    2.99|AX J1749.1-2733               |                               |267.2880|-27.5530|   11.89|    9.00|   14.28|  0.0|3.12|2.41|4.09|      1.20|       |     |           |        180|HMXB                
 931|SWIFT J1749.4-2822    |267.404|-28.353|    4.86|SWIFT J174938.1-282117        |                               |267.4088|-28.3547|   36.91|   32.88|   40.38|  0.0|0.50|0.00|0.78|      9.30|       |     |           |        190|LMXB                
 932|SWIFT J1750.2-3701    |267.553|-37.052|   58.86|4U 1746-37                    |                               |267.5529|-37.0522|   82.51|   81.42|   84.13|  0.0|5.45|5.32|5.59|      2.70|       |     |           |        190|LMXB                
 933|SWIFT J1750.6-2903    |267.627|-29.051|   14.93|IGR J17507-2856               |                               |267.6024|-29.0370|   33.00|   30.96|   36.02|  0.0|2.96|2.71|3.24|      0.70|       |     |           |         11|U2                  
 934|SWIFT J1750.7-3117    |267.691|-31.294|    9.37|Granat 1747-312               |                               |267.6900|-31.2920|   20.78|   18.52|   24.12|  0.0|2.35|1.93|2.88|      3.20|       |     |           |        190|LMXB                
 935|SWIFT J1751.8-6019    |267.972|-60.321|    6.88|2MASXJ17515581-6019430        |                               |267.9825|-60.3286|   12.67|   10.42|   15.98|  0.0|2.16|1.74|2.66|      1.20| 0.0020| 41.0|           |         50|Sy2                 
 936|SWIFT J1752.1-2220    |268.063|-22.342|   93.28|XTE J1752-223                 |                               |268.0628|-22.3423|  266.50|  264.37|  269.05|  0.0|1.85|1.83|1.88|      3.00|       |     |           |        190|LMXB                
 937|SWIFT J1753.5-0130    |268.366| -1.450|  718.38|SWIFT J1753.5-0127            |                               |268.3679| -1.4525| 1781.90| 1779.74| 1784.50|  0.0|1.80|1.80|1.81|     50.00|       |     |           |        190|LMXB                
 938|SWIFT J1754.6-2619    |268.611|-26.329|    4.72|IGR J17544-2619               |                               |268.6070|-26.3330|   18.49|   15.30|   22.33|  0.0|0.50|0.00|1.32|      3.50|       |     |           |        180|HMXB                
 939|SWIFT J1758.3-3053    |269.521|-30.863|    6.64|IGR J17585-3057               |                               |269.5200|-30.8630|   17.04|   15.50|   18.88|  0.0|2.80|2.42|3.26|      0.50|       |     |           |        190|LMXB                
 940|SWIFT J1758.5-2123    |269.644|-21.389|   22.95|IGR J17586-2129               |                               |269.6438|-21.3892|   46.01|   43.05|   48.03|  0.0|2.33|2.21|2.46|     33.10|       |     |           |        180|HMXB                
 941|SWIFT J1759.9-2201    |269.940|-22.028|   10.47|XTE J1759-220                 |                               |269.9396|-22.0275|   18.98|   16.53|   20.66|  0.0|2.90|2.52|3.35|      0.70|       |     |           |        190|LMXB                
 942|SWIFT J1800.3+6637    |270.038| 66.625|   10.59|NGC6552                       |                               |270.0304| 66.6151|   20.96|   17.71|   23.19|  0.0|1.56|1.29|1.84|      0.60| 0.0260| 43.5|           |         50|Sy2                 
 943|SWIFT J1800.5+0808    |270.184|  8.186|   11.15|V2301 Oph                     |                               |270.1458|  8.1703|   15.31|   13.08|   16.82|  0.0|3.02|2.65|3.46|      1.00|       |     |           |         90|CV                  
 944|SWIFT J1801.1-2504    |270.284|-25.079|  988.92|GX 5-1                        |                               |270.2842|-25.0792| 1487.26| 1485.73| 1488.31|  0.0|5.88|5.87|5.89|    557.80|       |     |           |        190|LMXB                
 945|SWIFT J1801.1-2544    |270.301|-25.743|  408.30|GRS 1758-258                  |                               |270.3012|-25.7433| 1420.71| 1417.73| 1423.36|  0.0|1.62|1.61|1.63|    472.10|       |     |           |        190|LMXB                
 946|SWIFT J1801.5-2031    |270.385|-20.529|  507.28|GX 9+1                        |                               |270.3846|-20.5289|  714.86|  713.71|  715.89|  0.0|6.67|6.65|6.69|    125.90|       |     |           |        190|LMXB                
 947|SWIFT J1802.7-2017    |270.674|-20.290|   56.53|SAX J1802.7-2017              |                               |270.6748|-20.2881|   84.45|   82.54|   86.15|  0.0|2.90|2.83|2.98|     25.70|       |     |           |        180|HMXB                
 948|SWIFT J1802.8-1455    |270.698|-14.912|   18.96|2MASXiJ1802473-145454         |                               |270.6970|-14.9150|   42.36|   39.78|   44.66|  0.0|2.04|1.88|2.21|      0.50| 0.0350| 44.0|           |         40|Sy1.2               
 949|SWIFT J1806.9-5003    |271.714|-50.023|    6.34|tet Ara                       |                               |271.6578|-50.0915|   13.60|   10.78|   16.19|  0.0|1.91|1.48|2.39|      1.40|       |     |           |        110|star                
 950|SWIFT J1807.9+1124    |271.946| 11.364|    7.40|LEDA2808003                   |                               |271.9580| 11.3470|   15.42|   12.54|   18.08|  0.0|1.89|1.41|2.43|      1.40| 0.0800| 44.3|           |         40|Sy1.2               
 951|SWIFT J1807.9+0549    |271.965|  5.852|    9.57|V426 Oph                      |                               |271.9655|  5.8635|   12.89|   11.11|   14.50|  0.0|3.26|2.81|3.83|      0.70|       |     |           |         90|CV                  
 952|SWIFT J1808.5-3655    |272.119|-36.988|   18.47|SAX J1808.4-3658              |                               |272.1150|-36.9790|   36.80|   34.29|   39.14|  0.0|2.34|2.15|2.53|      1.40|       |     |           |        190|LMXB                
 953|SWIFT J1808.7-2024    |272.164|-20.411|   16.00|SGR 1806-20                   |                               |272.1638|-20.4110|   52.56|   49.46|   56.09|  0.0|1.66|1.51|1.81|      0.50|       |     |           |        150|Pulsar              
 954|SWIFT J1810.2-1903    |272.586|-19.070|   34.18|XTE J1810-189                 |                               |272.5863|-19.0697|   82.09|   79.56|   84.96|  0.0|2.23|2.15|2.30|      9.40|       |     |           |        190|LMXB                
 955|SWIFT J1810.8-2610    |272.656|-26.131|    9.42|SAX J1810.8-2609              |                               |272.6850|-26.1500|   23.98|   21.32|   26.99|  0.0|2.15|1.89|2.42|      3.40|       |     |           |        190|LMXB                
 956|SWIFT J1811.5-1925    |272.872|-19.424|   10.85|PSR J1811-1925                |                               |272.8720|-19.4240|   34.65|   31.96|   37.70|  0.0|2.07|1.87|2.29|      1.10|       |     |           |        150|Pulsar              
 957|SWIFT J1813.6-1753    |273.364|-17.849|   14.36|IGR J18135-1751               |                               |273.3629|-17.8489|   40.69|   38.03|   43.05|  0.0|1.92|1.74|2.10|      0.70|       |     |           |        160|SNR                 
 958|SWIFT J1814.6-1709    |273.632|-17.157|  270.23|GX 13+1                       |                               |273.6315|-17.1574|  379.07|  377.93|  380.08|  0.0|5.71|5.68|5.74|     22.80|       |     |           |        190|LMXB                
 959|SWIFT J1815.1-1208    |273.776|-12.096|  282.32|4U 1812-12                    |                               |273.7758|-12.0964|  674.61|  672.05|  676.88|  0.0|2.06|2.05|2.07|    117.00|       |     |           |        190|LMXB                
 960|SWIFT J1816.0+4236    |274.046| 42.625|   10.62|MCG+7-37-31                   |                               |274.0487| 42.6608|   22.11|   19.56|   24.37|  0.0|1.63|1.38|1.89|      2.60| 0.0410| 43.9|           |         50|Sy2                 
 961|SWIFT J1815.8-1403    |274.006|-14.036| 1127.86|GX 17+2                       |                               |274.0058|-14.0364| 1545.54| 1544.28| 1546.63|  0.0|5.34|5.33|5.34|   1174.60|       |     |           |        190|LMXB                
 962|SWIFT J1816.1+4951    |274.052| 49.865|   43.18|AM Her                        |                               |274.0555| 49.8678|   49.02|   47.46|   50.35|  0.0|3.11|3.01|3.22|      5.40|       |     |           |         90|CV                  
 963|SWIFT J1817.4-2510    |274.348|-25.166|    9.15|IGR J18173-2509               |                               |274.3424|-25.1452|   14.55|   12.82|   15.99|  0.0|3.55|3.10|4.10|      1.00|       |     |           |         90|CV                  
 964|SWIFT J1817.8-3301    |274.334|-32.985|    5.93|XTE J1817-330                 |                               |274.4314|-33.0188|   17.76|   14.58|   20.46|  0.0|1.65|1.27|2.04|      1.70|       |     |           |        190|LMXB                
 965|SWIFT J1820.4-1433    |275.148|-14.581|    1.75|AX J1820.5-1434               |                               |275.1255|-14.5731|   15.00|   10.52|   17.95|  0.0|0.50|0.00|0.74|     49.20|       |     |           |        180|HMXB                
 966|SWIFT J1821.4-1320    |275.332|-13.311|   15.32|CXOU J182119.7-131838         |                               |275.3320|-13.3108|   33.33|   30.91|   34.86|  0.0|2.37|2.17|2.58|      0.50|       |     |           |        180|HMXB                
 967|SWIFT J1822.0+6421    |275.435| 64.323|   16.85|Q1821+643                     |                               |275.4888| 64.3434|   21.26|   19.32|   22.50|  0.0|2.38|2.16|2.62|      0.70| 0.2970| 45.7|           |         40|Sy1.2               
 968|SWIFT J1821.6+5953    |275.360| 59.912|    6.75|2MASXJ18212680+5955209        |                               |275.3619| 59.9225|   10.09|    7.87|   11.50|  0.0|2.05|1.60|2.57|      1.10| 0.0990| 44.4|           |         50|Sy2                 
 969|SWIFT J1823.7-3023    |275.918|-30.360|  711.05|4U 1820-30                    |                               |275.9186|-30.3611|  949.01|  947.91|  950.14|  0.0|5.20|5.19|5.22|    335.20|       |     |           |        190|LMXB                
 970|SWIFT J1824.3-5624    |276.073|-56.378|   18.07|IC4709                        |                               |276.0808|-56.3692|   39.08|   36.79|   41.45|  0.0|1.93|1.78|2.09|      2.20| 0.0160| 43.4|           |         50|Sy2                 
 971|SWIFT J1824.2+1845    |276.029| 18.784|    7.27|CGMW5-03333                   |                               |276.0451| 18.7691|   14.10|   11.87|   16.39|  0.0|2.03|1.60|2.54|      0.50| 0.0670| 44.1|           |         50|Sy1.9               
 972|SWIFT J1824.4-1425    |276.099|-14.416|    9.07|IGR J18246-1425               |                               |276.0990|-14.4154|   18.63|   16.84|   20.47|  0.0|2.80|2.48|3.18|      1.20|       |     |           |        150|Pulsar              
 973|SWIFT J1825.4+0000    |276.341| -0.014|   39.98|4U 1822-000                   |                               |276.3421| -0.0122|   50.35|   49.34|   51.39|  0.0|5.51|5.30|5.74|      1.20|       |     |           |        190|LMXB                
 974|SWIFT J1825.7+7215    |276.378| 72.220|    5.24|LEDA61865                     |                               |276.3737| 72.1513|    6.27|    4.44|    7.67|  0.0|2.39|1.71|3.34|      0.90| 0.0020| 40.7|           |         70|Unknown AGN         
 975|SWIFT J1825.7-3705    |276.447|-37.105|  379.69|4U 1822-371                   |                               |276.4450|-37.1053|  531.12|  529.63|  532.23|  0.0|3.63|3.62|3.64|    772.60|       |     |           |        190|LMXB                
 976|SWIFT J1826.1-0710    |276.497| -7.164|    8.46|CXO J182557.5-071022          |                               |276.4899| -7.1730|   19.26|   16.71|   21.16|  0.0|2.16|1.85|2.51|      0.80| 0.0370| 43.7|           |         40|Sy1                 
 977|SWIFT J1826.2-1452    |276.562|-14.848|    9.42|RX J1826.2-1450               |                               |276.5630|-14.8480|   32.69|   29.62|   34.97|  0.0|1.62|1.37|1.87|      0.50|       |     |           |        180|HMXB                
 978|SWIFT J1826.8+3254    |276.632| 32.870|    9.61|LEDA3097193                   |                               |276.6350| 32.8583|   16.72|   14.70|   19.05|  0.0|2.11|1.79|2.46|      0.70| 0.0220| 43.2|           |         50|Sy2                 
 979|SWIFT J1829.4-2346    |277.367|-23.796|  840.07|Ginga 1826-24                 |                               |277.3675|-23.7913| 1686.69| 1684.61| 1689.08|  0.0|2.31|2.31|2.32|    868.50|       |     |           |        190|LMXB                
 980|SWIFT J1829.4+4846    |277.403| 48.737|    6.69|3C380                         |                               |277.3820| 48.7460|   15.23|   12.86|   17.95|  0.0|1.52|1.14|1.91|      1.60| 0.6920| 46.5|           |         80|Beamed AGN          
 981|SWIFT J1830.8+0928    |277.701|  9.488|    5.81|CGMW5-04382                   |                               |277.7110|  9.4783|   11.56|    9.34|   14.08|  0.0|2.11|1.61|2.71|      0.50| 0.0190| 42.9|           |         50|Sy2                 
 982|SWIFT J1833.7-1032    |278.386|-10.566|   36.97|SNR G21.5-00.9                |                               |278.3833|-10.5600|   74.49|   72.13|   77.30|  0.0|2.26|2.17|2.35|      0.50|       |     |           |        160|SNR                 
 983|SWIFT J1833.7-2105    |278.424|-21.068|   27.69|PKS1830-21                    |                               |278.4162|-21.0611|   87.26|   84.15|   90.96|  0.0|1.47|1.38|1.56|      0.70| 2.5000| 48.6|           |         80|Beamed AGN          
 984|SWIFT J1835.0+3240    |278.755| 32.693|   45.32|3C382                         |                               |278.7641| 32.6963|   82.33|   80.04|   85.06|  0.0|2.03|1.96|2.10|      0.70| 0.0570| 44.8|           |         40|Sy1.2               
 985|SWIFT J1835.6-3259    |278.943|-32.986|   89.95|XB 1832-330                   |                               |278.9320|-32.9906|  178.46|  176.18|  181.18|  0.0|2.26|2.23|2.30|      1.40|       |     |           |        190|LMXB                
 986|SWIFT J1836.9-5924    |279.261|-59.422|    8.23|Fairall49                     |                               |279.2429|-59.4024|   13.88|   12.33|   15.85|  0.0|2.42|2.01|2.89|      0.90| 0.0200| 43.1|           |         50|Sy1.9               
 987|SWIFT J1837.9-0657    |279.491| -6.909|   25.53|PSR J1838-0655                |                               |279.5130| -6.9259|   68.65|   66.48|   71.40|  0.0|1.71|1.60|1.82|      0.40|       |     |           |        150|Pulsar              
