#|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J1811.7-1442 |18 11 42.2|-14 42 15|    9.2733e-10|          1.5755e-10|                6.4693|LogParabola     |                   |                            |          8202|
|4FGL J1122.5-1440 |11 22 33.8|-14 40 37|    1.6037e-10|          3.1527e-11|                7.3846|PowerLaw        |                   |                            |           004|
|4FGL J1830.1-1440 |18 30 08.5|-14 40 36|    2.7890e-10|          1.0959e-10|                4.3911|PowerLaw        |                   |                            |           002|
|4FGL J1044.5-1439 |10 44 30.0|-14 39 27|    2.0640e-10|          3.9910e-11|                5.9761|LogParabola     |                   |                            |          2048|
|4FGL J0821.5-1436 |08 21 35.3|-14 36 31|    2.3026e-10|          4.0889e-11|                6.8260|LogParabola     |                   |                            |           000|
|4FGL J1158.8-1430 |11 58 50.1|-14 30 04|    1.4527e-10|          3.7515e-11|                6.9311|PowerLaw        |                   |                            |           002|
|4FGL J1450.8-1424 |14 50 50.6|-14 24 21|    3.7920e-10|          5.1331e-11|                9.3750|LogParabola     |                   |                            |           000|
|4FGL J1714.8-1421 |17 14 51.7|-14 21 59|    2.2428e-10|          9.8642e-11|                5.3044|LogParabola     |                   |                            |           000|
|4FGL J0009.7-1418 |00 09 45.7|-14 18 16|    2.0464e-10|          3.0590e-11|                9.1925|PowerLaw        |3FGL J0010.5-1425  |                            |           000|
|4FGL J1815.8-1416 |18 15 53.0|-14 16 30|    1.7398e-09|          1.8801e-10|               10.0325|LogParabola     |                   |                            |          8192|
|4FGL J1810.5-1415 |18 10 31.8|-14 15 38|    5.7567e-10|          1.2170e-10|                4.0023|PowerLaw        |                   |                            |         12312|
|4FGL J0423.1-1408 |04 23 11.3|-14 08 43|    5.5854e-11|          2.4889e-11|                4.3014|PowerLaw        |                   |                            |           000|
|4FGL J1743.2-1404 |17 43 14.5|-14 04 45|    3.2592e-10|          7.2408e-11|                4.6587|LogParabola     |                   |                            |          8208|
|4FGL J0744.4-1403 |07 44 28.1|-14 03 05|    1.3653e-10|          5.2897e-11|                5.2002|LogParabola     |                   |                            |           003|
|4FGL J1649.1-1359c|16 49 06.6|-13 59 50|    2.2521e-10|          7.8986e-11|                4.9161|LogParabola     |                   |                            |           048|
|4FGL J1216.4-1358 |12 16 25.4|-13 58 27|    1.2355e-10|          3.4769e-11|                4.5824|PowerLaw        |                   |                            |           256|
|4FGL J1806.2-1347 |18 06 14.7|-13 47 36|    5.1015e-10|          1.2148e-10|                5.2287|LogParabola     |                   |                            |          8193|
|4FGL J1823.3-1340 |18 23 20.7|-13 40 03|    1.0574e-08|          4.6035e-10|               31.8664|LogParabola     |3FGL J1823.2-1339  |                            |           000|
|4FGL J1818.0-1339c|18 18 04.5|-13 39 10|    1.6565e-09|          2.1187e-10|                8.1406|LogParabola     |                   |                            |          8236|
|4FGL J1815.3-1336 |18 15 23.2|-13 36 19|    1.1411e-09|          1.8951e-10|                6.8098|LogParabola     |                   |                            |         10264|
|4FGL J1256.8-1333 |12 56 51.5|-13 33 32|    1.2689e-10|          2.9669e-11|                5.0337|PowerLaw        |                   |                            |           004|
|4FGL J0653.8-1330 |06 53 51.4|-13 30 37|    1.3668e-10|          4.3872e-11|                4.8693|PowerLaw        |                   |                            |           000|
|4FGL J1915.3-1324 |19 15 18.8|-13 24 23|    1.7704e-11|          1.2592e-11|                4.1748|PowerLaw        |                   |                            |           000|
|4FGL J0045.8-1324 |00 45 53.2|-13 24 10|    9.4466e-11|          2.3677e-11|                6.0796|PowerLaw        |                   |                            |           000|
|4FGL J1858.3-1318 |18 58 19.0|-13 18 49|    5.5498e-10|          7.6728e-11|                8.2586|LogParabola     |                   |                            |           000|
|4FGL J1828.1-1312 |18 28 06.6|-13 12 07|    2.1078e-09|          3.7974e-10|                6.9942|LogParabola     |                   |                            |          8220|
|4FGL J1744.0-1311 |17 44 04.5|-13 11 27|    9.6981e-10|          9.3193e-11|               13.8263|LogParabola     |3FGL J1743.9-1310  |                            |           000|
|4FGL J1848.2-1309 |18 48 13.7|-13 09 43|    5.5476e-10|          9.2868e-11|                6.0387|LogParabola     |                   |                            |           005|
|4FGL J1820.2-1303 |18 20 17.7|-13 03 04|    9.2653e-10|          1.7738e-10|                4.6215|PowerLaw        |                   |                            |          8200|
|4FGL J1759.8-1250 |17 59 50.0|-12 50 20|    6.4706e-10|          1.0034e-10|                6.7861|LogParabola     |                   |                            |          8192|
|4FGL J1750.8-1246 |17 50 53.9|-12 46 49|    4.3449e-10|          8.8396e-11|                4.8154|LogParabola     |                   |                            |           008|
|4FGL J1708.6-1246 |17 08 37.3|-12 46 34|    3.2481e-10|          6.6822e-11|                5.1279|LogParabola     |                   |                            |           008|
|4FGL J1852.7-1242 |18 52 43.8|-12 42 48|    4.3205e-10|          8.9097e-11|                4.8723|LogParabola     |                   |                            |           024|
|4FGL J1843.3-1242 |18 43 21.6|-12 42 47|    8.9821e-10|          1.0520e-10|               10.2548|LogParabola     |                   |                            |           000|
|4FGL J1939.7-1242 |19 39 44.5|-12 42 45|    2.1016e-10|          6.0943e-11|                4.5169|LogParabola     |                   |                            |           000|
|4FGL J1808.1-1234 |18 08 11.0|-12 34 31|    1.0093e-09|          1.2871e-10|                8.6283|LogParabola     |                   |                            |          8193|
|4FGL J1818.3-1233 |18 18 18.6|-12 33 14|    6.3900e-10|          1.3752e-10|                4.6883|PowerLaw        |                   |                            |          8220|
|4FGL J1742.2-1229 |17 42 13.1|-12 29 11|    3.1357e-10|          6.8158e-11|                4.2071|PowerLaw        |                   |                            |           016|
|4FGL J1856.1-1222 |18 56 07.9|-12 22 30|    5.2852e-10|          7.1234e-11|                9.2981|PowerLaw        |3FGL J1856.1-1217  |                            |           004|
|4FGL J1946.9-1220 |19 46 56.0|-12 20 09|    1.1184e-10|          5.3103e-11|                5.0319|LogParabola     |                   |                            |           016|
|4FGL J1816.5-1208c|18 16 31.9|-12 08 41|    8.2917e-10|          1.5013e-10|                5.8663|PowerLaw        |                   |                            |          8224|
|4FGL J0536.1-1205 |05 36 07.8|-12 05 37|    1.8278e-10|          4.9022e-11|                6.1486|LogParabola     |                   |                            |           000|
|4FGL J1124.1-1203 |11 24 11.6|-12 03 55|    2.3452e-10|          4.2576e-11|                6.4343|LogParabola     |                   |                            |          2048|
|4FGL J1819.0-1203 |18 19 02.0|-12 03 43|    5.7180e-10|          1.3553e-10|                3.9800|PowerLaw        |                   |                            |         12312|
|4FGL J1826.5-1202c|18 26 35.7|-12 02 54|    3.1786e-09|          3.7370e-10|                8.4204|LogParabola     |                   |                            |          8252|
|4FGL J1852.6-1159 |18 52 39.6|-11 59 13|    4.0676e-10|          8.2278e-11|                4.9764|LogParabola     |                   |                            |           024|
|4FGL J1914.6-1157 |19 14 39.7|-11 57 06|    4.4907e-10|          6.8642e-11|                7.8781|LogParabola     |                   |                            |           016|
|4FGL J0704.0-1153c|07 04 04.2|-11 53 11|    4.3334e-10|          9.0178e-11|                4.7109|LogParabola     |                   |                            |           040|
|4FGL J1813.7-1152 |18 13 47.4|-11 52 25|    1.5845e-09|          1.9146e-10|                9.0696|LogParabola     |3FGL J1813.6-1148  |                            |          8192|
|4FGL J1318.3-1148 |13 18 23.5|-11 48 31|    1.6975e-10|          3.4960e-11|                5.8559|PowerLaw        |                   |                            |           256|
|4FGL J0625.3-1144 |06 25 21.5|-11 44 39|    1.8975e-10|          4.8453e-11|                4.1038|PowerLaw        |                   |                            |           000|
|4FGL J0230.4-1140 |02 30 27.5|-11 40 04|    3.5157e-11|          1.6979e-11|                4.8785|LogParabola     |                   |                            |           000|
|4FGL J1840.4-1139 |18 40 25.6|-11 39 04|    1.0449e-09|          1.2316e-10|               10.0448|LogParabola     |                   |                            |           000|
|4FGL J1817.9-1135 |18 17 57.0|-11 35 48|    1.2192e-09|          1.6645e-10|                7.4606|LogParabola     |                   |                            |          8202|
|4FGL J0328.6-1129 |03 28 38.6|-11 29 43|    2.2264e-10|          3.3914e-11|                8.5911|PowerLaw        |                   |                            |           000|
|4FGL J1813.2-1128 |18 13 12.7|-11 28 51|    1.3357e-09|          1.6639e-10|                8.3907|LogParabola     |                   |                            |          8212|
|4FGL J0715.7-1128 |07 15 42.4|-11 28 48|    5.1079e-10|          1.1732e-10|                7.5292|LogParabola     |                   |                            |           000|
|4FGL J2131.4-1124 |21 31 24.6|-11 24 49|    2.0430e-10|          4.1194e-11|                6.2131|LogParabola     |                   |                            |           000|
|4FGL J1804.0-1124 |18 04 00.8|-11 24 10|    5.2406e-10|          1.1070e-10|                5.3927|LogParabola     |                   |                            |           011|
|4FGL J1730.8-1123 |17 30 53.4|-11 23 54|    2.3185e-10|          6.1572e-11|                5.3358|PowerLaw        |                   |                            |           000|
|4FGL J1213.1-1123 |12 13 09.7|-11 23 15|    1.3891e-10|          3.2038e-11|                4.5901|PowerLaw        |                   |                            |           004|
|4FGL J1947.6-1121 |19 47 39.9|-11 21 55|    4.9551e-10|          6.2181e-11|               10.1420|LogParabola     |3FGL J1947.4-1121  |                            |           000|
|4FGL J1822.8-1118 |18 22 50.8|-11 18 46|    1.0368e-09|          1.5348e-10|                6.8833|PowerLaw        |                   |                            |          8196|
|4FGL J1901.5-1112 |19 01 35.1|-11 12 01|    4.0303e-10|          6.6204e-11|                6.1751|PowerLaw        |                   |                            |          8192|
|4FGL J1155.2-1111 |11 55 16.7|-11 11 20|    7.1882e-11|          2.4216e-11|                6.9048|LogParabola     |3FGL J1155.3-1112  |                            |           016|
|4FGL J0152.9-1109 |01 52 56.9|-11 09 45|    8.0395e-11|          2.4709e-11|                5.3030|PowerLaw        |                   |                            |           000|
|4FGL J1853.8-1107 |18 53 52.8|-11 07 24|    2.8485e-10|          6.4981e-11|                4.3090|PowerLaw        |                   |                            |          8472|
|4FGL J1850.8-1105 |18 50 49.2|-11 05 18|    6.3727e-10|          9.1935e-11|                7.2557|LogParabola     |                   |                            |          8193|
|4FGL J1819.4-1102 |18 19 27.3|-11 02 11|    1.1101e-09|          1.6082e-10|                6.9316|LogParabola     |                   |                            |          8218|
|4FGL J0546.5-1100 |05 46 34.2|-11 00 46|    2.9693e-10|          7.1634e-11|                6.1827|LogParabola     |                   |                            |           001|
|4FGL J1739.1-1059 |17 39 08.1|-10 59 41|    5.2540e-10|          8.8036e-11|                6.4603|LogParabola     |                   |                            |           000|
|4FGL J0800.7-1059 |08 00 47.9|-10 59 21|    2.9504e-10|          4.4686e-11|                8.5719|LogParabola     |                   |                            |           000|
|4FGL J0636.2-1057 |06 36 17.2|-10 57 31|    2.9784e-10|          7.2687e-11|                4.5800|LogParabola     |                   |                            |           000|
|4FGL J0704.6-1055c|07 04 37.3|-10 55 27|    5.7959e-10|          1.1589e-10|                4.6282|LogParabola     |3FGL J0704.1-1043  |                            |           040|
|4FGL J1808.2-1055 |18 08 14.0|-10 55 20|    6.2967e-10|          1.2186e-10|                7.1885|LogParabola     |                   |                            |           000|
|4FGL J1858.0-1052 |18 58 04.7|-10 52 09|    4.0580e-10|          8.3221e-11|                5.7808|LogParabola     |                   |                            |          8201|
|4FGL J1218.6-1049 |12 18 38.9|-10 49 38|    1.3096e-10|          3.9023e-11|                5.5398|LogParabola     |                   |                            |           001|
|4FGL J1630.1-1049 |16 30 06.9|-10 49 06|    7.1515e-10|          7.9127e-11|               12.3961|LogParabola     |3FGL J1630.2-1052  |                            |           000|
|4FGL J1908.8-1041 |19 08 53.3|-10 41 25|    1.6412e-10|          6.8765e-11|                4.5744|LogParabola     |                   |                            |           008|
|4FGL J1924.8-1035 |19 24 49.3|-10 35 27|    1.1634e-09|          1.0210e-10|               14.8404|LogParabola     |3FGL J1924.8-1034  |                            |           000|
|4FGL J1817.5-1034 |18 17 34.3|-10 34 22|    6.5114e-10|          1.3625e-10|                4.1765|LogParabola     |                   |                            |           024|
|4FGL J0709.1-1034c|07 09 10.8|-10 34 09|    8.4515e-10|          1.0571e-10|                8.9378|LogParabola     |                   |                            |           036|
|4FGL J0601.0-1016c|06 01 01.7|-10 16 42|    4.3688e-10|          7.6543e-11|                7.4527|LogParabola     |                   |                            |           035|
|4FGL J1814.2-1012 |18 14 14.8|-10 12 50|    3.9092e-10|          1.1310e-10|                5.7955|LogParabola     |                   |                            |           000|
|4FGL J0906.1-1011 |09 06 08.7|-10 11 40|    1.5815e-10|          3.1489e-11|                6.8409|PowerLaw        |                   |                            |           000|
|4FGL J1119.9-1007 |11 19 56.6|-10 07 44|    2.0430e-10|          3.3649e-11|                7.3439|PowerLaw        |                   |                            |           000|
|4FGL J1008.2-1000 |10 08 16.1|-10 01 00|    8.9574e-11|          3.1399e-11|                5.9006|LogParabola     |                   |                            |           002|
|4FGL J2001.5-0958 |20 01 35.4|-09 58 54|    1.8650e-10|          4.0332e-11|                4.8831|PowerLaw        |                   |                            |           000|
|4FGL J1844.8-0957 |18 44 48.9|-09 57 15|    6.7485e-10|          1.0492e-10|                6.9280|LogParabola     |                   |                            |          8193|
|4FGL J1853.0-0956 |18 53 04.2|-09 56 57|    4.0949e-10|          8.2753e-11|                4.7081|LogParabola     |                   |                            |          8200|
|4FGL J0132.1-0956 |01 32 07.3|-09 56 19|    1.8023e-10|          3.5640e-11|               11.3977|LogParabola     |                   |                            |           002|
|4FGL J1849.8-0952 |18 49 50.9|-09 52 54|    4.0415e-10|          9.3614e-11|                5.2908|LogParabola     |                   |                            |          8193|
|4FGL J1639.2-0946 |16 39 14.8|-09 46 39|    1.6252e-10|          5.2192e-11|                4.3865|PowerLaw        |                   |                            |           008|
|4FGL J1810.6-0945 |18 10 40.9|-09 45 01|    5.9572e-10|          1.1218e-10|                5.4527|LogParabola     |                   |                            |           009|
|4FGL J0423.0-0943 |04 23 00.3|-09 43 10|    3.6276e-10|          4.6841e-11|               10.7097|LogParabola     |                   |                            |           000|
|4FGL J1819.3-0935 |18 19 23.8|-09 35 20|    5.1038e-10|          1.0328e-10|                4.7113|PowerLaw        |                   |                            |           024|
|4FGL J2210.4-0930 |22 10 24.2|-09 30 12|    1.2398e-10|          2.8376e-11|                4.6481|PowerLaw        |                   |                            |           004|
|4FGL J1708.8-0923 |17 08 48.1|-09 23 39|    4.9471e-10|          8.1979e-11|                6.2315|LogParabola     |3FGL J1709.4-0917  |                            |           016|
|4FGL J1913.5-0923 |19 13 30.2|-09 23 24|    2.6406e-10|          5.4438e-11|                4.8881|PowerLaw        |                   |                            |           000|
|4FGL J1853.2-0922c|18 53 16.9|-09 22 52|    2.8643e-10|          7.1180e-11|                3.6819|PowerLaw        |                   |                            |         12576|
|4FGL J0331.2-0919 |03 31 15.5|-09 19 35|    1.1553e-10|          2.7146e-11|                4.4698|PowerLaw        |                   |                            |           000|
|4FGL J0944.3-0911 |09 44 21.7|-09 11 32|    9.4802e-11|          2.6129e-11|                4.7705|PowerLaw        |                   |                            |           000|
|4FGL J0545.8-0905 |05 45 49.4|-09 05 42|    5.2146e-10|          7.8423e-11|                9.0921|PowerLaw        |                   |                            |           020|
|4FGL J1709.9-0900 |17 09 56.0|-09 00 52|    6.4966e-10|          8.8416e-11|                8.0736|LogParabola     |                   |                            |           000|
|4FGL J1812.2-0856 |18 12 17.9|-08 56 51|    6.1430e-10|          1.2254e-10|                6.8699|LogParabola     |                   |                            |           002|
|4FGL J1902.8-0855 |19 02 53.9|-08 55 42|    2.5105e-10|          8.4108e-11|                4.6746|LogParabola     |                   |                            |           000|
|4FGL J1804.4-0852 |18 04 28.4|-08 52 10|    1.0362e-09|          1.0693e-10|               11.5935|LogParabola     |3FGL J1804.5-0850  |                            |           000|
|4FGL J1727.6-0849 |17 27 39.8|-08 49 06|    4.7416e-10|          8.5163e-11|                6.5446|LogParabola     |3FGL J1729.9-0859  |                            |           000|
|4FGL J1832.4-0847 |18 32 24.3|-08 47 37|    3.1092e-09|          4.5185e-10|               11.8966|LogParabola     |                   |                            |          8192|
|4FGL J0554.0-0839 |05 54 04.2|-08 39 19|    2.3133e-10|          4.7907e-11|                5.0872|PowerLaw        |                   |                            |           001|
|4FGL J1715.5-0836 |17 15 35.9|-08 36 30|    3.2700e-10|          7.0894e-11|                4.7573|LogParabola     |                   |                            |           000|
|4FGL J1029.4-0828 |10 29 26.8|-08 28 01|    1.0278e-10|          2.9596e-11|                4.3759|PowerLaw        |                   |                            |           000|
|4FGL J1818.8-0828 |18 18 53.1|-08 28 00|    7.0707e-10|          1.2357e-10|                6.3082|LogParabola     |                   |                            |           000|
|4FGL J1834.2-0827c|18 34 17.2|-08 27 31|    4.6675e-09|          5.3440e-10|                8.4865|LogParabola     |                   |                            |          8240|
|4FGL J0716.0-0826 |07 16 05.7|-08 27 00|    3.5185e-10|          7.4063e-11|                5.0212|LogParabola     |                   |                            |           000|
|4FGL J1903.5-0825 |19 03 31.0|-08 25 08|    2.6407e-10|          7.6829e-11|                2.7354|LogParabola     |                   |                            |          6152|
|4FGL J1407.4-0820 |14 07 29.5|-08 20 31|    1.4944e-10|          3.7910e-11|                3.9761|PowerLaw        |                   |                            |          4112|
|4FGL J0104.6-0818 |01 04 39.8|-08 18 45|    1.0768e-10|          2.7744e-11|                3.9562|PowerLaw        |                   |                            |          4352|
|4FGL J1809.5-0816 |18 09 34.8|-08 16 37|    4.3280e-10|          1.2301e-10|                5.1180|LogParabola     |                   |                            |           009|
|4FGL J2225.8-0804 |22 25 53.0|-08 04 45|    1.7160e-10|          3.5621e-11|                7.3476|PowerLaw        |                   |                            |           000|
|4FGL J1834.9-0800 |18 34 58.5|-08 00 15|    3.8792e-09|          4.2851e-10|                9.0756|LogParabola     |                   |                            |          8220|
|4FGL J1752.4-0758 |17 52 24.2|-07 58 39|    3.2322e-10|          9.3553e-11|                4.7209|LogParabola     |                   |                            |           008|
|4FGL J1704.3-0754 |17 04 21.1|-07 54 58|    3.0861e-10|          8.1920e-11|                5.5623|LogParabola     |                   |                            |           000|
|4FGL J0541.4-0754c|05 41 28.2|-07 54 50|    6.8449e-10|          1.2136e-10|                5.5913|LogParabola     |                   |                            |           040|
|4FGL J1855.3-0740 |18 55 19.4|-07 40 39|    5.3171e-10|          1.1045e-10|                6.8005|LogParabola     |                   |                            |         10243|
|4FGL J1429.8-0739 |14 29 48.3|-07 39 02|    2.8466e-10|          4.4075e-11|                7.5083|LogParabola     |                   |                            |           000|
|4FGL J0747.2-0736 |07 47 14.4|-07 36 33|    1.9382e-10|          4.2722e-11|                6.6454|PowerLaw        |3FGL J0747.4-0734  |                            |           016|
|4FGL J0026.1-0732 |00 26 09.6|-07 32 33|    1.6548e-10|          3.2363e-11|                8.0048|PowerLaw        |                   |                            |           000|
|4FGL J0335.6-0727 |03 35 39.7|-07 27 18|    8.9507e-11|          2.8495e-11|                4.7643|PowerLaw        |                   |                            |           000|
|4FGL J1834.7-0724c|18 34 44.0|-07 24 47|    4.0718e-09|          4.6907e-10|                9.8484|LogParabola     |                   |                            |          8240|
|4FGL J2032.3-0720 |20 32 22.2|-07 20 39|    1.8776e-10|          4.1809e-11|                4.7052|LogParabola     |                   |                            |           000|
|4FGL J1055.6-0719 |10 55 37.3|-07 19 09|    1.8649e-10|          3.7642e-11|                5.4664|LogParabola     |                   |                            |          2048|
|4FGL J1901.8-0718 |19 01 49.6|-07 18 16|    7.1290e-10|          9.1550e-11|                9.6198|LogParabola     |                   |                            |           000|
|4FGL J1735.3-0717 |17 35 21.6|-07 17 07|    9.8530e-10|          9.0070e-11|               13.5059|LogParabola     |                   |                            |           000|
|4FGL J2336.2-0715 |23 36 16.2|-07 15 53|    1.0270e-10|          3.0758e-11|                3.5366|LogParabola     |                   |                            |          4096|
|4FGL J1904.7-0708 |19 04 46.4|-07 08 14|    1.8836e-09|          1.0814e-10|               23.8994|LogParabola     |3FGL J1904.7-0708  |                            |           000|
|4FGL J1859.2-0706 |18 59 12.1|-07 06 49|    6.4149e-10|          8.5443e-11|                8.4697|LogParabola     |                   |                            |          8212|
|4FGL J1018.3-0703 |10 18 22.8|-07 03 44|    1.6080e-10|          3.2437e-11|                6.1207|PowerLaw        |                   |                            |           000|
|4FGL J1124.5-0658 |11 24 35.5|-06 58 12|    1.2375e-10|          3.2047e-11|                4.4147|PowerLaw        |                   |                            |           000|
|4FGL J0112.5-0651 |01 12 31.0|-06 51 23|    7.0446e-11|          4.4808e-11|                4.4942|LogParabola     |                   |                            |           000|
|4FGL J0821.0-0651 |08 21 02.8|-06 51 05|    1.3655e-10|          3.0963e-11|                5.0149|PowerLaw        |                   |                            |           000|
|4FGL J1146.0-0638 |11 46 00.4|-06 38 17|    2.6623e-10|          4.0283e-11|               13.4965|LogParabola     |3FGL J1146.1-0640  |                            |           000|
|4FGL J1838.4-0630c|18 38 24.6|-06 31 00|    2.7371e-09|          4.7713e-10|                5.7819|LogParabola     |                   |                            |          8248|
|4FGL J1105.3-0626 |11 05 22.9|-06 26 54|    6.8518e-11|          2.6781e-11|                5.1554|PowerLaw        |                   |                            |           000|
|4FGL J1847.0-0625 |18 47 02.4|-06 25 04|    7.9090e-10|          1.2709e-10|                7.7841|LogParabola     |                   |                            |           004|
|4FGL J1824.2-0621 |18 24 16.3|-06 21 27|    1.9478e-09|          1.4526e-10|               24.2653|LogParabola     |3FGL J1824.3-0620  |                            |           000|
|4FGL J1837.9-0620 |18 37 55.7|-06 20 51|    1.4088e-09|          3.8241e-10|                4.3383|PowerLaw        |                   |                            |           016|
|4FGL J1853.6-0620 |18 53 41.8|-06 20 46|    6.3049e-10|          9.3844e-11|                7.2340|LogParabola     |                   |                            |          8196|
|4FGL J0506.3-0620c|05 06 23.6|-06 20 12|    2.0130e-10|          3.7902e-11|                6.1912|PowerLaw        |                   |                            |           032|
|4FGL J0801.0-0618 |08 01 05.6|-06 18 59|    2.3520e-10|          3.7952e-11|                7.6976|PowerLaw        |                   |                            |           004|
|4FGL J2152.5-0607 |21 52 30.3|-06 07 11|    8.6709e-11|          2.6895e-11|                4.2750|PowerLaw        |                   |                            |           000|
|4FGL J0907.6-0606 |09 07 38.9|-06 06 03|    5.3759e-11|          2.6388e-11|                4.0844|PowerLaw        |                   |                            |           000|
|4FGL J1838.7-0601 |18 38 45.6|-06 01 08|    1.3379e-09|          4.3638e-10|                4.5338|PowerLaw        |                   |                            |           016|
|4FGL J1216.2-0600 |12 16 15.1|-06 00 19|    4.5584e-10|          4.4827e-11|               14.9934|PowerLaw        |3FGL J1216.6-0557  |                            |           000|
|4FGL J1935.0-0553 |19 35 02.2|-05 53 57|    1.7473e-10|          5.1638e-11|                2.9204|PowerLaw        |                   |                            |          4368|
|4FGL J1936.8-0553 |19 36 51.0|-05 53 34|    2.1699e-10|          5.2918e-11|                4.1120|PowerLaw        |                   |                            |           000|
|4FGL J0725.7-0549 |07 25 47.8|-05 49 09|    3.8335e-10|          5.1820e-11|               12.3276|PowerLaw        |3FGL J0725.7-0550  |                            |           000|
|4FGL J1838.4-0545 |18 38 27.1|-05 45 45|    3.5592e-09|          8.2149e-10|                5.2540|LogParabola     |                   |                            |          8208|
|4FGL J0439.9-0535 |04 39 56.5|-05 35 06|    1.1356e-10|          3.1150e-11|                4.7422|PowerLaw        |1FGL J0439.6-0538  |                            |           000|
|4FGL J0958.6-0522 |09 58 39.4|-05 23 00|    1.6749e-10|          3.1906e-11|                6.9134|PowerLaw        |                   |                            |           000|
|4FGL J1713.0-0521 |17 13 02.6|-05 21 57|    3.4365e-10|          7.5440e-11|                7.2235|LogParabola     |                   |                            |           002|
|4FGL J1835.1-0517 |18 35 09.3|-05 17 52|    9.5399e-10|          1.9642e-10|                5.0732|LogParabola     |                   |                            |         10249|
|4FGL J1838.0-0516 |18 38 03.1|-05 16 37|    1.5287e-09|          3.3177e-10|                4.0151|LogParabola     |                   |                            |         12312|
|4FGL J0755.9-0515 |07 55 55.1|-05 15 42|    1.9006e-10|          3.3174e-11|                8.2574|PowerLaw        |                   |                            |           000|
|4FGL J0810.0-0505 |08 10 01.9|-05 05 55|    1.3188e-10|          3.1886e-11|                5.5250|PowerLaw        |                   |                            |           000|
|4FGL J1618.8-0502 |16 18 51.6|-05 02 36|    2.4386e-10|          6.7988e-11|                4.5571|LogParabola     |                   |                            |           004|
|4FGL J1723.5-0501e|17 23 32.4|-05 01 55|    1.7411e-09|          1.6469e-10|               12.0814|PowerLaw        |3FGL J1725.0-0513  |                            |           000|
|4FGL J1603.6-0451 |16 03 40.2|-04 51 37|    3.1011e-10|          5.4512e-11|                6.5606|LogParabola     |                   |                            |           000|
|4FGL J1231.8-0450 |12 31 53.4|-04 50 58|    5.5984e-11|          3.4233e-11|                4.5776|PowerLaw        |                   |                            |           000|
|4FGL J1937.1-0444 |19 37 08.4|-04 44 41|    1.9824e-10|          4.9397e-11|                3.5841|PowerLaw        |                   |                            |          4096|
|4FGL J1547.0-0442 |15 47 03.9|-04 42 27|    6.1417e-11|          2.6360e-11|                5.3902|LogParabola     |                   |                            |           000|
|4FGL J1709.2-0437 |17 09 15.8|-04 37 34|    2.8366e-10|          6.7785e-11|                4.8064|LogParabola     |                   |                            |           000|
|4FGL J1908.4-0432 |19 08 29.7|-04 32 52|    1.8083e-10|          6.5035e-11|                5.2499|LogParabola     |                   |                            |          2052|
|4FGL J1511.4-0430 |15 11 28.8|-04 30 08|    5.6970e-11|          2.4466e-11|                4.7590|LogParabola     |                   |                            |          2064|
|4FGL J0543.9-0418 |05 43 54.5|-04 18 34|    3.1799e-10|          5.6884e-11|                5.8771|PowerLaw        |                   |                            |           003|
|4FGL J1722.8-0418 |17 22 50.8|-04 18 12|    9.6010e-10|          9.5167e-11|               12.0105|LogParabola     |3FGL J1722.7-0415  |                            |           000|
|4FGL J1656.4-0410 |16 56 28.7|-04 10 13|    5.5760e-10|          6.9331e-11|               10.0123|LogParabola     |                   |                            |           000|
|4FGL J2138.9-0408 |21 38 58.5|-04 08 50|    1.4866e-10|          3.7098e-11|                5.2450|LogParabola     |                   |                            |           000|
|4FGL J2108.7-0408 |21 08 44.1|-04 08 09|    1.0217e-10|          3.5769e-11|                4.7606|PowerLaw        |                   |                            |           000|
|4FGL J0256.2-0408 |02 56 13.1|-04 08 02|    1.1775e-10|          2.9823e-11|                5.3606|PowerLaw        |                   |                            |           000|
|4FGL J0420.3-0407 |04 20 24.0|-04 07 04|    1.1276e-10|          2.7704e-11|                4.1393|PowerLaw        |                   |                            |           000|
|4FGL J0535.6-0405 |05 35 40.6|-04 05 57|    2.0854e-10|          5.1363e-11|                4.4247|PowerLaw        |                   |                            |           000|
|4FGL J0701.3-0403 |07 01 18.5|-04 03 31|    5.9259e-10|          1.0165e-10|                7.7189|LogParabola     |                   |                            |           001|
|4FGL J1730.4-0359 |17 30 26.1|-03 59 32|    1.4453e-09|          9.5121e-11|               20.7998|LogParabola     |3FGL J1730.6-0357  |                            |           000|
|4FGL J2006.4-0354 |20 06 28.8|-03 54 53|    1.8016e-10|          4.2830e-11|                4.5988|PowerLaw        |                   |                            |           000|
|4FGL J1626.1-0342 |16 26 11.8|-03 42 46|    1.8199e-10|          4.3310e-11|                4.6452|PowerLaw        |                   |                            |           000|
|4FGL J2011.3-0330 |20 11 20.0|-03 30 31|    1.7270e-10|          3.9786e-11|                4.2995|PowerLaw        |                   |                            |           004|
|4FGL J1842.2-0328 |18 42 14.0|-03 28 57|    1.0621e-09|          2.6344e-10|                3.5496|PowerLaw        |                   |                            |         12312|
|4FGL J1709.4-0328 |17 09 29.9|-03 28 16|    7.6844e-10|          7.5152e-11|               13.2018|LogParabola     |3FGL J1709.5-0335  |                            |           000|
|4FGL J1820.6-0326 |18 20 38.2|-03 26 26|    4.5013e-10|          1.1204e-10|                5.0162|LogParabola     |                   |                            |          2048|
